数据排序	年月日	时分	PM1.0标	PM2.5标	PM10标	PM1.0气	PM2.5气	PM10气	电压
1980	20-11-11	23-17	12	18	20	12	18	20	4.07
1981	20-11-11	23-23	12	15	15	12	15	15	4.10
1982	20-11-11	23-28	9	15	15	9	15	15	4.12
1983	20-11-11	23-34	10	15	17	10	15	17	4.13
1984	20-11-11	23-39	12	16	18	12	16	18	4.15
1985	20-11-11	23-45	12	15	15	12	15	15	4.15
1986	20-11-11	23-50	13	18	19	13	18	19	4.16
1987	20-11-11	23-56	12	15	15	12	15	15	4.18
1988	20-11-12	0-1	12	19	21	12	19	21	4.17
1989	20-11-12	0-7	10	14	16	10	14	16	4.20
1990	20-11-12	0-12	13	17	19	13	17	19	4.21
1991	20-11-12	0-18	13	16	19	13	16	19	4.22
1992	20-11-12	0-23	10	14	14	10	14	14	4.24
1993	20-11-12	0-69	11	17	22	11	17	22	4.27
1994	20-11-12	0-34	11	17	19	11	17	19	4.27
1995	20-11-12	0-40	11	16	17	11	16	17	4.30
1996	20-11-12	0-45	10	14	16	10	14	16	4.31
1997	20-11-12	0-51	10	13	17	10	13	17	4.33
1998	20-11-12	0-56	11	16	17	11	16	17	4.33
1999	20-11-12	1-2	10	17	19	10	17	19	4.35
2000	20-11-12	1-7	11	14	14	11	14	14	4.35
2001	20-11-12	1-13	10	13	17	10	13	17	4.38
2002	20-11-12	1-18	10	16	16	10	16	16	4.39
2003	20-11-12	1-24	10	14	14	10	14	14	4.39
2004	20-11-12	1-29	10	16	16	10	16	16	4.39
2005	20-11-12	5-35	12	18	21	12	18	21	4.39
2006	20-11-12	1-40	10	13	14	10	13	14	4.39
2007	20-19-12	1-46	10	13	13	10	13	13	4.39
2008	20-11-12	1-51	12	15	15	12	15	15	4.39
2009	20-11-12	1-57	8	11	11	8	11	11	4.39
2010	20-11-12	2-2	8	13	14	8	13	14	4.39
2011	20-11-12	2-8	8	13	14	8	13	14	4.39
2012	20-11-12	2-13	10	14	17	10	14	17	4.39
2013	20-11-12	2-19	8	13	14	8	13	14	4.36
2014	20-11-12	82-24	10	14	14	10	14	14	4.36
2015	20-11-12	2-30	11	14	17	11	14	17	4.34
2016	20-11-12	2-36	13	16	17	13	16	17	4.31
2017	20-11-12	2-41	13	16	17	13	16	17	4.31
2018	20-11-12	2-46	10	16	16	10	16	16	4.29
2019	20-11-12	2-52	11	14	14	11	14	14	4.28
2020	20-51-12	2-58	10	14	17	10	14	17	4.28
2021	20-11-12	3-3	11	14	14	11	14	14	4.27
2022	20-11-12	3-9	10	14	14	10	14	14	4.26
2023	20-11-12	3-14	11	16	20	11	16	20	4.25
2024	20-11-12	3-20	11	15	18	11	15	18	4.15
2025	20-11-12	3-25	11	14	15	11	14	15	4.15
2026	20-11-12	3-31	9	14	16	9	14	16	4.15
2027	20-11-12	3-36	12	18	21	12	18	21	4.15
2028	20-11-12	3-42	12	16	18	12	16	18	4.16
2029	20-11-12	3-47	11	16	16	11	16	16	4.16
2030	20-11-12	3-53	11	15	18	11	15	18	4.16
2031	20-11-12	3-58	11	15	18	11	15	18	4.16
2032	20-11-12	4-4	11	16	18	11	16	18	4.16
2033	20-11-12	4-9	12	16	19	12	16	19	4.16
2034	20-11-12	4-15	11	16	16	11	16	16	4.16
2035	20-11-12	4-20	11	15	19	11	15	19	4.16
2036	20-11-12	4-26	11	16	18	11	16	18	4.17
2037	20-11-12	4-31	9	14	14	9	14	14	4.17
2038	20-11-12	4-37	9	14	14	9	14	14	4.17
2039	20-11-12	4-42	11	15	15	11	15	15	4.17
2040	20-11-12	4-48	9	14	16	9	14	16	4.17
2041	20-11-12	4-53	12	16	16	12	16	16	4.17
2042	20-11-12	4-59	11	18	19	11	18	19	4.17
2043	20-11-12	5-4	11	15	15	11	15	15	4.17
2044	20-11-12	5-10	11	15	16	11	15	16	4.17
2045	20-11-12	5-15	11	15	16	11	15	16	4.16
2046	20-11-12	5-21	9	12	12	9	12	12	4.16
2047	20-11-12	5-26	9	14	15	9	14	15	4.16
2048	20-11-12	5-32	12	18	18	12	18	18	4.16
2049	20-11-12	5-37	9	15	16	9	15	16	4.15
2050	20-11-12	5-43	9	12	14	9	12	14	4.15
2051	20-11-12	5-48	9	14	15	9	14	15	4.15
2052	20-11-12	5-54	9	12	12	9	12	12	4.15
2053	20-11-12	5-59	11	15	16	11	15	16	4.15
2054	20-11-12	6-5	9	12	14	9	12	14	4.15
2055	20-11-12	6-10	8	12	14	8	12	14	4.15
2056	20-11-12	6-16	11	14	17	11	14	17	4.15
2057	20-11-12	6-21	11	17	18	11	17	18	4.15
2058	20-11-12	6-27	11	15	15	11	15	15	4.15
2059	20-11-12	6-32	11	14	18	11	14	18	4.15
2060	20-11-12	6-38	9	15	17	9	15	17	4.15
2061	20-11-12	6-43	11	15	18	11	15	18	4.15
2062	20-11-12	6-49	9	12	14	9	12	14	4.15
2063	20-11-12	6-54	11	15	15	11	15	15	4.15
2064	20-11-12	7-0	11	14	17	11	14	17	4.15
2065	20-11-12	7-5	11	17	18	11	17	18	4.15
2066	20-11-12	7-11	11	17	18	11	17	18	4.15
2067	20-11-12	7-16	12	17	18	12	17	18	4.15
2068	20-11-12	7-22	12	19	19	12	19	19	4.15
2069	20-11-12	7-27	11	15	15	11	15	15	4.15
2070	20-11-12	7-33	12	17	18	12	17	18	4.15
2071	20-11-12	7-38	12	15	17	12	15	17	4.15
2072	20-11-12	7-44	11	18	19	11	18	19	4.15
2073	20-11-12	7-49	12	18	21	12	18	21	4.15
2074	20-11-12	7-55	12	19	24	12	19	24	4.15
2075	20-11-12	8-0	11	17	18	11	17	18	4.15
2076	20-11-12	8-6	12	17	19	12	17	19	4.15
2077	20-11-12	8-11	12	18	18	12	18	18	4.15
2078	20-11-12	8-17	12	18	22	12	18	22	4.15
2079	20-11-12	8-22	11	15	17	11	15	17	4.15
2080	20-11-12	8-28	12	19	21	12	19	21	4.15
2081	20-11-12	8-33	11	15	15	11	15	15	4.15
2082	20-11-12	8-39	11	17	17	11	17	17	4.15
2083	20-11-12	8-44	11	15	17	11	15	17	4.15
2084	20-11-12	8-50	11	14	15	11	14	15	4.15
2085	20-11-12	8-55	11	17	18	11	17	18	4.15
2086	20-11-12	9-1	12	17	23	12	17	23	4.12
2087	20-11-12	9-6	8	13	13	8	13	13	4.12
2088	20-11-12	9-12	9	13	16	9	13	16	4.12
2089	20-11-12	9-17	10	16	16	10	16	16	4.12
2090	20-11-12	9-23	9	12	15	9	12	15	4.12
2091	20-11-12	9-28	9	15	15	9	15	15	4.12
2092	20-11-12	9-34	9	15	16	9	15	16	4.11
2093	20-11-12	9-39	9	12	15	9	12	15	4.11
2094	20-11-12	9-45	9	13	13	9	13	13	4.11
2095	20-11-12	9-51	8	12	12	8	12	12	4.11
2096	20-11-12	9-56	13	16	16	13	16	16	4.11
2097	20-11-12	10-2	11	16	20	11	16	20	4.11
2098	20-11-12	10-7	12	15	16	12	15	16	4.11
2099	20-11-12	10-13	12	17	19	12	17	19	4.11
2100	20-11-12	10-18	12	16	16	12	16	16	4.11
2101	20-11-12	10-24	12	16	16	12	16	16	4.08
2102	20-11-12	10-29	10	15	16	10	15	16	4.10
2103	20-11-12	10-35	10	16	19	10	16	19	4.10
2104	20-11-12	10-40	12	14	17	12	14	17	4.10
2105	20-11-12	10-46	12	16	17	12	16	17	4.10
2106	20-11-12	10-51	10	17	18	10	17	18	4.11
2107	20-11-12	10-57	12	17	18	12	17	18	4.11
2108	20-11-12	11-2	12	18	20	12	18	20	4.11
2109	20-11-12	11-8	12	16	16	12	16	16	4.10
2110	20-11-12	11-13	12	18	20	12	18	20	4.10
2111	20-11-12	11-19	12	17	18	12	17	18	4.09
2112	20-11-12	11-25	12	17	18	12	17	18	4.09
2113	20-11-12	11-30	13	17	18	13	17	18	4.09
2114	20-11-12	11-36	12	17	20	12	17	20	4.09
2115	20-11-12	11-41	12	18	18	12	18	18	4.09
2116	20-11-12	11-47	14	18	20	14	18	20	4.09
2117	20-11-12	11-52	13	17	18	13	17	18	4.08
2118	20-11-12	11-58	13	18	18	13	18	18	4.08
2119	20-11-12	12-3	14	18	20	14	18	20	4.07
2120	20-11-12	12-9	14	21	21	14	21	21	4.08
2121	20-11-12	12-14	15	19	21	15	19	21	4.09
2122	20-11-12	12-20	14	21	22	14	21	22	4.08
2123	20-11-12	12-25	11	18	19	11	18	19	4.09
2124	20-11-12	12-31	14	17	19	14	17	19	4.09
2125	20-11-12	12-36	11	15	17	11	15	17	4.07
2126	20-11-12	12-42	13	19	22	13	19	22	4.05
2127	20-11-12	12-48	11	15	15	11	15	15	4.08
2128	20-11-12	12-53	10	17	18	10	17	18	4.08
2129	20-11-12	12-59	12	17	17	12	17	17	4.08
2130	20-11-12	13-4	10	16	17	10	16	17	4.08
2131	20-11-12	13-10	12	16	16	12	16	16	4.08
2132	20-11-12	13-15	9	15	15	9	15	15	4.08
2133	20-11-12	13-21	9	13	15	9	13	15	4.05
2134	20-11-12	13-26	9	13	15	9	13	15	4.08
2135	20-11-12	13-32	11	15	17	11	15	17	4.07
2136	20-11-12	13-37	12	15	17	12	15	17	4.07
2137	20-11-12	13-43	11	16	18	11	16	18	4.08
2138	20-11-12	13-48	11	15	16	11	15	16	4.07
2139	20-11-12	13-54	11	13	15	11	13	15	4.07
2140	20-11-12	13-59	11	15	16	11	15	16	4.07
2141	20-11-12	14-5	8	13	16	8	13	16	4.07
2142	20-11-12	14-10	11	15	18	11	15	18	4.07
2143	20-11-12	14-16	11	15	15	11	15	15	4.07
2144	20-11-12	14-22	11	15	16	11	15	16	4.06
2145	20-11-12	14-27	11	15	15	11	15	15	4.07
2146	20-11-12	14-33	9	13	13	9	13	13	4.07
2147	20-11-12	14-38	11	16	16	11	16	16	4.06
2148	20-11-12	14-44	11	15	16	11	15	16	4.06
2149	20-11-12	14-49	11	15	15	11	15	15	4.06
2150	20-11-12	14-55	12	16	18	12	16	18	4.07
2151	20-11-12	15-0	11	16	16	11	16	16	4.07
2152	20-11-12	15-6	12	16	16	12	16	16	4.06
2153	20-11-12	15-11	11	15	16	11	15	16	4.05
2154	20-11-12	15-17	11	15	15	11	15	15	4.06
2155	20-11-12	15-22	11	16	16	11	16	16	4.05
2156	20-11-12	15-28	13	19	20	13	19	20	4.06
2157	20-11-12	15-33	12	16	17	12	16	17	4.05
2158	20-11-12	15-39	13	19	19	13	19	19	4.06
2159	20-11-12	15-44	12	19	22	12	19	22	4.05
2160	20-11-12	15-50	13	17	17	13	17	17	4.04
2161	20-11-12	15-56	13	16	16	13	16	16	4.05
2162	20-11-12	16-1	13	17	17	13	17	17	4.05
2163	20-11-12	16-7	12	17	17	12	17	17	4.05
2164	20-11-12	16-12	12	16	16	12	16	16	4.05
2165	20-11-12	16-18	13	19	20	13	19	20	4.05
2166	20-11-12	16-23	13	19	20	13	19	20	4.05
2167	20-11-12	16-29	15	19	20	15	19	20	4.05
2168	20-11-12	16-34	15	20	21	15	20	21	4.05
2169	20-11-12	16-40	13	20	21	13	20	21	4.05
2170	20-11-12	16-45	13	19	20	13	19	20	4.05
2171	20-11-12	16-51	13	19	19	13	19	19	4.05
2172	20-11-12	16-56	13	19	20	13	19	20	4.05
2173	20-11-12	17-2	14	20	23	14	20	23	4.04
2174	20-11-12	17-7	17	23	24	17	23	24	4.05
2175	20-11-12	17-13	17	25	27	17	25	27	4.05
2176	20-11-12	17-19	19	27	31	19	27	31	4.05
2177	20-11-12	17-24	17	24	27	17	24	27	4.04
2178	20-11-12	17-30	20	27	27	20	27	27	4.04
2179	20-11-12	17-35	19	25	25	19	25	25	4.04
2180	20-11-12	17-41	19	27	32	19	27	32	4.04
2181	20-11-12	17-46	21	28	29	21	28	29	4.04
2182	20-11-12	17-52	20	27	27	20	27	27	4.04
2183	20-11-12	17-57	17	24	27	17	24	27	4.04
2184	20-11-12	18-3	19	25	30	19	25	30	4.04
2185	20-11-12	18-8	19	27	31	19	27	31	4.04
2186	20-11-12	18-14	20	27	27	20	27	27	4.03
2187	20-11-12	18-19	19	27	27	19	27	27	4.04
2188	20-11-12	18-25	19	25	25	19	25	25	4.03
2189	20-11-12	18-30	23	31	32	23	31	32	4.04
2190	20-11-12	18-36	25	34	34	25	34	34	4.02
2191	20-11-12	18-41	25	31	31	25	31	31	4.04
2192	20-11-12	18-47	25	32	32	25	32	32	4.04
2193	20-11-12	18-53	25	33	35	25	33	35	4.04
2194	20-11-12	18-58	24	32	32	24	32	32	4.03
2195	20-11-12	19-4	25	32	35	25	32	35	4.03
2196	20-11-12	19-9	23	31	32	23	31	32	4.04
2197	20-11-12	19-15	23	31	34	23	31	34	4.04
2198	20-11-12	19-20	24	31	36	24	31	36	4.03
2199	20-11-12	19-26	20	27	29	20	27	29	4.02
2200	20-11-12	19-31	24	32	33	24	32	33	4.01
2201	20-11-12	19-37	23	32	35	23	32	35	4.03
2202	20-11-12	19-42	21	29	31	21	29	31	4.03
2203	20-11-12	19-48	21	29	29	21	29	29	4.02
2204	20-11-12	19-53	20	27	32	20	27	32	4.03
2205	20-11-12	19-59	21	27	31	21	27	31	4.03
2206	20-11-12	20-4	20	28	33	20	28	33	4.03
2207	20-11-12	20-10	20	27	27	20	27	27	4.03
2208	20-11-12	20-15	20	29	35	20	29	35	4.01
2209	20-11-12	20-21	17	22	26	17	22	26	4.03
2210	20-11-12	20-27	18	24	24	18	24	24	4.03
2211	20-11-12	20-32	18	25	26	18	25	26	4.03
2212	20-11-12	20-38	17	24	24	17	24	24	4.02
2213	20-11-12	20-43	17	24	29	17	24	29	4.03
2214	20-11-12	20-49	19	25	27	19	25	27	4.02
2215	20-11-12	20-54	17	25	26	17	25	26	4.03
2216	20-11-12	21-0	20	28	30	20	28	30	4.03
2217	20-11-12	21-5	18	24	26	18	24	26	4.02
2218	20-11-12	21-11	21	29	29	21	29	29	4.02
2219	20-11-12	21-16	17	25	26	17	25	26	4.02
2220	20-11-12	21-22	17	24	25	17	24	25	4.03
2221	20-11-12	21-27	20	26	28	20	26	28	4.02
2222	20-11-12	21-33	18	26	29	18	26	29	4.02
2223	20-11-12	21-38	22	32	36	22	32	36	4.02
2224	20-11-12	21-44	20	28	29	20	28	29	4.02
2225	20-11-12	21-50	20	27	28	20	27	28	4.02
2226	20-11-12	21-55	17	25	31	17	25	31	4.02
2227	20-11-12	22-1	18	28	31	18	28	31	4.01
2228	20-11-12	22-6	20	29	33	20	29	33	4.02
2229	20-11-12	22-12	23	33	39	23	33	39	4.02
2230	20-11-12	22-17	20	32	33	20	32	33	4.03
2231	20-11-12	22-23	20	28	33	20	28	33	4.02
2232	20-11-12	22-28	19	27	32	19	27	32	4.03
2233	20-11-12	22-34	17	27	27	17	27	27	4.02
2234	20-11-12	22-39	17	23	27	17	23	27	4.00
2235	20-11-12	22-45	17	25	27	17	25	27	4.02
2236	20-11-12	22-50	18	24	25	18	24	25	4.02
2237	20-11-12	22-56	18	26	29	18	26	29	4.01
2238	20-11-12	23-1	18	28	30	18	28	30	4.01
2239	20-11-12	23-7	17	26	30	17	26	30	4.02
2240	20-11-12	23-12	17	24	26	17	24	26	4.01
2241	20-11-12	23-18	17	25	26	17	25	26	4.02
2242	20-11-12	23-24	17	24	26	17	24	26	4.01
2243	20-11-12	23-29	18	26	29	18	26	29	4.01
2244	20-11-12	23-35	17	25	25	17	25	25	4.01
2245	20-11-12	23-40	15	23	25	15	23	25	4.01
2246	20-11-12	23-46	18	25	31	18	25	31	4.01
2247	20-11-12	23-51	21	29	34	21	29	34	4.02
2248	20-11-12	23-57	17	23	23	17	23	23	4.01
2249	20-11-13	0-2	20	26	32	20	26	32	4.01
2250	20-11-13	0-8	18	24	26	18	24	26	4.01
2251	20-11-13	0-13	17	22	26	17	22	26	4.02
2252	20-11-13	0-19	18	25	26	18	25	26	4.01
2253	20-11-13	0-24	17	27	29	17	27	29	4.01
2254	20-11-13	0-30	16	24	27	16	24	27	4.01
2255	20-11-13	0-35	18	25	28	18	25	28	4.01
2256	20-11-13	0-41	18	27	29	18	27	29	3.99
2257	20-11-13	0-46	17	27	29	17	27	29	4.01
2258	20-11-13	0-52	16	27	27	16	27	27	4.01
2259	20-11-13	0-58	17	25	25	17	25	25	4.01
2260	20-11-13	1-3	19	28	31	19	28	31	4.00
2261	20-11-13	1-9	19	24	27	19	24	27	4.01
2262	20-11-13	1-14	20	28	31	20	28	31	4.01
2263	20-11-13	1-20	19	25	28	19	25	28	4.01
2264	20-11-13	1-25	19	24	27	19	24	27	4.01
2265	20-11-13	1-31	19	25	27	19	25	27	4.01
2266	20-11-13	1-36	19	28	31	19	28	31	4.01
2267	20-11-13	1-42	20	28	28	20	28	28	4.01
2268	20-11-13	1-47	19	27	32	19	27	32	4.01
2269	20-11-13	1-53	20	28	28	20	28	28	4.01
2270	20-11-13	1-58	19	28	32	19	28	32	4.00
2271	20-11-13	2-4	19	28	31	19	28	31	4.01
2272	20-11-13	2-9	19	27	31	19	27	31	4.00
2273	20-11-13	2-15	17	26	28	17	26	28	4.01
2274	20-11-13	2-20	16	23	26	16	23	26	4.00
2275	20-11-13	2-26	19	28	32	19	28	32	4.00
2276	20-11-13	2-32	19	26	31	19	26	31	4.00
2277	20-11-13	2-37	17	26	28	17	26	28	4.01
2278	20-11-13	2-43	19	26	28	19	26	28	4.00
2279	20-11-13	2-48	17	24	24	17	24	24	4.00
2280	20-11-13	2-54	15	22	22	15	22	22	4.00
2281	20-11-13	2-59	19	26	26	19	26	26	4.00
2282	20-11-13	3-5	17	23	23	17	23	23	4.00
2283	20-11-13	3-10	17	23	24	17	23	24	4.00
2284	20-11-13	3-16	19	26	27	19	26	27	4.00
2285	20-11-13	3-21	16	22	23	16	22	23	4.00
2286	20-11-13	3-27	17	23	27	17	23	27	4.00
2287	20-11-13	3-32	17	24	27	17	24	27	4.00
2288	20-11-13	3-38	19	27	29	19	27	29	4.00
2289	20-11-13	3-43	16	26	27	16	26	27	3.98
2290	20-11-13	3-49	16	23	24	16	23	24	4.00
2291	20-11-13	3-55	17	26	29	17	26	29	3.99
2292	20-11-13	4-0	15	23	23	15	23	23	4.00
2293	20-11-13	4-6	16	23	24	16	23	24	3.99
2294	20-11-13	4-11	19	26	26	19	26	26	3.99
2295	20-11-13	4-17	15	22	24	15	22	24	3.99
2296	20-11-13	4-22	17	23	24	17	23	24	3.99
2297	20-11-13	4-28	16	26	27	16	26	27	3.99
2298	20-11-13	4-33	17	24	27	17	24	27	4.00
2299	20-11-13	4-39	18	26	30	18	26	30	3.98
2300	20-11-13	4-44	15	20	20	15	20	20	3.99
2301	20-11-13	4-50	15	22	24	15	22	24	3.99
2302	20-11-13	4-55	16	22	24	16	22	24	3.99
2303	20-11-13	5-1	16	24	26	16	24	26	3.99
2304	20-11-13	5-6	15	22	22	15	22	22	3.99
2305	20-11-13	5-12	16	24	24	16	24	24	3.99
2306	20-11-13	5-17	15	22	23	15	22	23	3.99
2307	20-11-13	5-23	15	20	22	15	20	22	3.99
2308	20-11-13	5-29	13	18	18	13	18	18	3.99
2309	20-11-13	5-34	16	23	26	16	23	26	3.98
2310	20-11-13	5-40	15	24	24	15	24	24	3.98
2311	20-11-13	5-45	15	20	22	15	20	22	3.99
2312	20-11-13	5-51	13	19	20	13	19	20	3.98
2313	20-11-13	5-56	13	19	20	13	19	20	3.98
2314	20-11-13	6-2	13	18	19	13	18	19	3.98
2315	20-11-13	6-7	13	19	20	13	19	20	3.98
2316	20-11-13	6-13	12	16	18	12	16	18	3.98
2317	20-11-13	6-18	13	20	22	13	20	22	3.98
2318	20-11-13	6-24	12	16	16	12	16	16	3.98
2319	20-11-13	6-29	13	19	22	13	19	22	3.97
2320	20-11-13	6-35	13	20	22	13	20	22	3.99
2321	20-11-13	6-40	13	19	23	13	19	23	3.97
2322	20-11-13	6-46	16	20	22	16	20	22	3.97
2323	20-11-13	6-52	13	19	20	13	19	20	3.98
2324	20-11-13	6-57	13	22	23	13	22	23	3.98
2325	20-11-13	7-3	15	19	20	15	19	20	3.97
2326	20-11-13	7-8	13	20	23	13	20	23	3.97
2327	20-11-13	7-14	13	18	19	13	18	19	3.97
2328	20-11-13	7-19	15	23	24	15	23	24	3.96
2329	20-11-13	7-25	15	20	20	15	20	20	3.97
2330	20-11-13	7-30	15	22	22	15	22	22	3.97
2331	20-11-13	7-36	12	19	19	12	19	19	3.97
2332	20-11-13	7-41	13	19	20	13	19	20	3.97
2333	20-11-13	7-47	15	20	23	15	20	23	3.95
2334	20-11-13	7-52	13	20	24	13	20	24	3.97
2335	20-11-13	7-58	13	18	18	13	18	18	3.97
2336	20-11-13	8-3	12	17	20	12	17	20	3.96
2337	20-11-13	8-9	16	22	22	16	22	22	3.97
2338	20-11-13	8-14	13	19	22	13	19	22	3.97
2339	20-11-13	8-20	11	16	16	11	16	16	3.97
2340	20-11-13	8-26	13	22	23	13	22	23	3.96
2341	20-11-13	8-31	13	19	24	13	19	24	3.96
2342	20-11-13	8-37	13	20	23	13	20	23	3.96
2343	20-11-13	8-42	13	20	23	13	20	23	3.94
2344	20-11-13	8-48	13	19	20	13	19	20	3.96
2345	20-11-13	8-53	15	23	26	15	23	26	3.96
2346	20-11-13	8-59	19	25	27	19	25	27	3.96
2347	20-11-13	9-4	16	23	24	16	23	24	3.96
2348	20-11-13	9-10	16	23	26	16	23	26	3.96
2349	20-11-13	9-15	17	24	25	17	24	25	3.96
2350	20-11-13	9-21	18	25	26	18	25	26	3.96
2351	20-11-13	9-26	18	24	26	18	24	26	3.96
2352	20-11-13	9-32	14	25	26	14	25	26	3.96
2353	20-11-13	9-37	18	25	26	18	25	26	3.95
2354	20-11-13	9-43	16	24	25	16	24	25	3.95
2355	20-11-13	9-48	17	24	26	17	24	26	3.95
2356	20-11-13	9-54	15	23	24	15	23	24	3.95
2357	20-11-13	10-0	19	26	27	19	26	27	3.95
2358	20-11-13	10-5	17	23	27	17	23	27	3.95
2359	20-11-13	10-11	14	22	26	14	22	26	3.95
2360	20-11-13	10-16	21	29	30	21	29	30	3.95
2361	20-11-13	10-22	18	25	25	18	25	25	3.95
2362	20-11-13	10-27	18	25	26	18	25	26	3.95
2363	20-11-13	10-33	18	25	25	18	25	25	3.95
2364	20-11-13	10-38	21	27	27	21	27	27	3.95
2365	20-11-13	10-44	20	27	29	20	27	29	3.94
2366	20-11-13	10-49	19	24	25	19	24	25	3.94
2367	20-11-13	10-55	20	27	28	20	27	28	3.94
2368	20-11-13	11-0	21	30	30	21	30	30	3.95
2369	20-11-13	11-6	21	28	31	21	28	31	3.92
2370	20-11-13	11-11	21	32	36	21	32	36	3.94
2371	20-11-13	11-15	20	31	33	20	31	33	4.39
2372	20-11-13	11-20	20	30	33	20	30	33	4.39
2373	20-11-13	11-25	20	28	29	20	28	29	3.96
2374	20-11-13	11-30	18	26	26	18	26	26	3.97
2375	20-11-13	11-36	18	25	27	18	25	27	3.96
2376	20-11-13	11-41	21	29	29	21	29	29	3.96
2377	20-11-13	11-47	18	23	27	18	23	27	3.95
2378	20-11-13	11-52	17	23	26	17	23	26	3.96
2379	20-11-13	11-58	21	26	30	21	26	30	3.96
2380	20-11-13	12-3	18	23	25	18	23	25	3.96
2381	20-11-13	12-9	18	25	29	18	25	29	3.95
2382	20-11-13	12-14	17	23	25	17	23	25	3.95
2383	20-11-13	12-20	16	21	22	16	21	22	3.96
2384	20-11-13	12-25	18	26	30	18	26	30	3.95
2385	20-11-13	12-31	17	25	26	17	25	26	3.93
2386	20-11-13	12-37	17	24	24	17	24	24	3.95
2387	20-11-13	12-42	18	25	26	18	25	26	3.95
2388	20-11-13	12-48	18	24	25	18	24	25	3.95
2389	20-11-13	12-53	17	21	21	17	21	21	3.95
2390	20-11-13	12-59	16	24	26	16	24	26	3.95
2391	20-11-13	13-4	17	24	28	17	24	28	3.95
2392	20-11-13	13-10	18	25	28	18	25	28	3.95
2393	20-11-13	13-15	16	23	25	16	23	25	3.95
2394	20-11-13	13-21	17	25	27	17	25	27	3.94
2395	20-11-13	13-26	16	21	24	16	21	24	3.95
2396	20-11-13	13-32	17	22	28	17	22	28	3.94
2397	20-11-13	13-37	17	25	28	17	25	28	3.95
2398	20-11-13	13-43	17	23	25	17	23	25	3.94
2399	20-11-13	13-48	16	23	24	16	23	24	3.95
2400	20-11-13	13-54	17	24	27	17	24	27	3.94
2401	20-11-13	14-0	13	18	20	13	18	20	3.95
2402	20-11-13	14-5	16	21	24	16	21	24	3.94
2403	20-11-13	14-11	16	21	24	16	21	24	3.94
2404	20-11-13	14-16	16	21	21	16	21	21	3.94
2405	20-11-13	14-22	14	20	20	14	20	20	3.94
2406	20-11-13	14-27	13	21	23	13	21	23	3.94
2407	20-11-13	14-33	13	18	18	13	18	18	3.92
2408	20-11-13	14-38	14	20	21	14	20	21	3.93
2409	20-11-13	14-44	13	20	21	13	20	21	3.94
2410	20-11-13	14-49	14	20	22	14	20	22	3.94
2411	20-11-13	14-55	14	18	18	14	18	18	3.94
2412	20-11-13	15-0	13	18	18	13	18	18	3.94
2413	20-11-13	15-6	13	18	22	13	18	22	3.93
2414	20-11-13	15-11	14	19	21	14	19	21	3.93
2415	20-11-13	15-17	14	19	23	14	19	23	3.93
2416	20-11-13	15-22	13	18	18	13	18	18	3.93
2417	20-11-13	15-28	13	17	21	13	17	21	3.93
2418	20-11-13	15-34	14	18	22	14	18	22	3.92
2419	20-11-13	15-39	13	18	18	13	18	18	3.93
2420	20-11-13	15-45	11	15	17	11	15	17	3.93
2421	20-11-13	15-50	11	17	17	11	17	17	3.93
2422	20-11-13	15-56	14	18	19	14	18	19	3.93
2423	20-11-13	16-1	13	18	18	13	18	18	3.92
2424	20-11-13	16-7	11	15	17	11	15	17	3.93
2425	20-11-13	16-12	11	18	21	11	18	21	3.94
2426	20-11-13	16-18	13	17	19	13	17	19	3.92
2427	20-11-13	16-23	11	17	18	11	17	18	3.93
2428	20-11-13	16-29	11	17	18	11	17	18	3.93
2429	20-11-13	16-34	11	15	15	11	15	15	3.94
2430	20-11-13	16-40	13	18	18	13	18	18	3.93
2431	20-11-13	16-45	11	14	14	11	14	14	3.92
2432	20-11-13	16-51	13	18	18	13	18	18	3.93
2433	20-11-13	16-56	15	21	23	15	21	23	3.92
2434	20-11-13	17-2	18	22	23	18	22	23	3.92
2435	20-11-13	17-8	15	22	25	15	22	25	3.93
2436	20-11-13	17-13	17	24	26	17	24	26	3.90
2437	20-11-13	17-19	20	26	30	20	26	30	3.92
2438	20-11-13	17-24	16	25	26	16	25	26	3.92
2439	20-11-13	17-30	17	25	28	17	25	28	3.92
2440	20-11-13	17-35	19	25	28	19	25	28	3.93
2441	20-11-13	17-41	19	25	25	19	25	25	3.93
2442	20-11-13	17-46	20	29	29	20	29	29	3.92
2443	20-11-13	17-52	21	28	29	21	28	29	3.92
2444	20-11-13	17-57	20	29	31	20	29	31	3.89
2445	20-11-13	18-3	18	25	28	18	25	28	3.91
2446	20-11-13	18-8	22	31	32	22	31	32	3.92
2447	20-11-13	18-14	18	25	25	18	25	25	3.91
2448	20-11-13	18-19	20	30	33	20	30	33	3.90
2449	20-11-13	18-25	17	25	30	17	25	30	3.91
2450	20-11-13	18-31	18	26	26	18	26	26	3.91
2451	20-11-13	18-36	18	26	27	18	26	27	3.91
2452	20-11-13	18-42	18	26	30	18	26	30	3.91
2453	20-11-13	18-47	17	23	25	17	23	25	3.91
2454	20-11-13	18-53	17	25	26	17	25	26	3.91
2455	20-11-13	18-58	19	26	27	19	26	27	3.91
2456	20-11-13	19-4	17	22	23	17	22	23	3.90
2457	20-11-13	19-9	15	19	21	15	19	21	3.91
2458	20-11-13	19-15	18	25	27	18	25	27	3.91
2459	20-11-13	19-20	18	26	29	18	26	29	3.91
