数据排序	年月日	时分	PM1.0标	PM2.5标	PM10标	PM1.0气	PM2.5气	PM10气	电压
0	20-11-4	8-50	8	13	14	8	13	14	4.20
1	20-11-4	8-54	9	13	14	9	13	14	4.19
2	20-11-4	8-59	10	13	16	10	13	16	4.19
3	20-11-4	9-5	8	11	11	8	11	11	4.20
4	20-11-4	9-10	9	12	12	9	12	12	4.19
5	20-11-4	9-16	8	10	11	8	10	11	4.18
6	20-11-4	9-22	8	9	10	8	9	10	4.18
7	20-11-4	9-27	7	10	11	7	10	11	4.17
8	20-11-4	9-33	7	9	10	7	9	10	4.18
9	20-11-4	9-38	7	9	10	7	9	10	4.17
10	20-11-4	9-44	7	8	9	7	8	9	4.18
11	20-11-4	9-49	7	9	9	7	9	9	4.17
12	20-11-4	9-55	7	9	11	7	9	11	4.17
13	20-11-4	10-0	11	16	18	11	16	18	4.17
14	20-11-4	10-6	12	16	18	12	16	18	4.19
15	20-11-4	10-11	10	14	15	10	14	15	4.17
16	20-11-4	10-17	8	10	11	8	10	11	4.17
17	20-11-4	10-22	8	10	11	8	10	11	4.17
18	20-11-4	10-28	8	11	12	8	11	12	4.17
19	20-11-4	10-33	7	9	9	7	9	9	4.16
20	20-11-4	10-39	7	10	12	7	10	12	4.16
21	20-11-4	10-45	0	0	0	0	0	0	4.15
22	20-11-4	10-50	1	3	3	1	3	3	4.16
23	20-11-4	10-56	0	0	0	0	0	0	4.15
24	20-11-4	11-2	0	0	0	0	0	0	4.14
25	20-11-4	11-7	6	9	10	6	9	10	4.15
26	20-11-4	11-13	4	6	7	4	6	7	4.15
27	20-11-4	11-18	5	7	7	5	7	7	4.16
28	20-11-4	11-24	7	10	11	7	10	11	4.15
29	20-11-4	11-29	6	8	10	6	8	10	4.15
30	20-11-4	11-35	7	8	10	7	8	10	4.15
31	20-11-4	11-40	6	8	8	6	8	8	4.15
32	20-11-4	11-46	6	8	9	6	8	9	4.15
33	20-11-4	11-51	6	8	10	6	8	10	4.15
34	20-11-4	11-57	7	8	9	7	8	9	4.15
35	20-11-4	12-2	5	8	8	5	8	8	4.15
36	20-11-4	12-8	5	7	8	5	7	8	4.14
37	20-11-4	12-13	6	8	8	6	8	8	4.14
38	20-11-4	12-19	6	8	8	6	8	8	4.14
39	20-11-4	12-25	7	9	9	7	9	9	4.14
40	20-11-4	12-30	7	8	9	7	8	9	4.14
41	20-11-4	12-36	6	8	9	6	8	9	4.14
42	20-11-4	12-41	6	8	9	6	8	9	4.14
43	20-11-4	12-47	7	9	9	7	9	9	4.14
44	20-11-4	12-52	7	9	10	7	9	10	4.14
45	20-11-4	12-58	6	8	10	6	8	10	4.13
46	20-11-4	13-3	6	7	7	6	7	7	4.14
47	20-11-4	13-9	6	8	10	6	8	10	4.13
48	20-11-4	13-14	6	8	10	6	8	10	4.12
49	20-11-4	13-20	8	11	14	8	11	14	4.13
50	20-11-4	13-25	7	9	9	7	9	9	4.13
51	20-11-4	13-31	6	9	12	6	9	12	4.13
52	20-11-4	13-36	7	9	9	7	9	9	4.13
53	20-11-4	13-42	6	9	10	6	9	10	4.13
54	20-11-4	13-48	8	10	11	8	10	11	4.13
55	20-11-4	13-53	9	11	11	9	11	11	4.12
56	20-11-4	13-59	7	10	10	7	10	10	4.13
57	20-11-4	14-4	6	8	9	6	8	9	4.13
58	20-11-4	14-10	8	9	10	8	9	10	4.12
59	20-11-4	14-15	7	9	10	7	9	10	4.12
60	20-11-4	14-21	7	10	11	7	10	11	4.12
61	20-11-4	14-26	6	8	8	6	8	8	4.11
62	20-11-4	14-32	7	10	11	7	10	11	4.12
63	20-11-4	14-37	7	9	9	7	9	9	4.12
64	20-11-4	14-43	7	10	11	7	10	11	4.12
65	20-11-4	14-48	7	9	10	7	9	10	4.11
66	20-11-4	14-54	7	10	11	7	10	11	4.12
67	20-11-4	14-59	7	9	10	7	9	10	4.12
68	20-11-4	15-5	6	8	9	6	8	9	4.11
69	20-11-4	15-11	6	8	9	6	8	9	4.11
70	20-11-4	15-16	6	8	8	6	8	8	4.11
71	20-11-4	15-22	4	6	6	4	6	6	4.12
72	20-11-4	15-27	5	7	8	5	7	8	4.11
73	20-11-4	15-33	5	8	8	5	8	8	4.11
74	20-11-4	15-38	6	7	7	6	7	7	4.11
75	20-11-4	15-44	5	7	8	5	7	8	4.10
76	20-11-4	15-49	6	7	8	6	7	8	4.11
77	20-11-4	15-55	6	8	9	6	8	9	4.11
78	20-11-4	16-0	5	7	8	5	7	8	4.10
79	20-11-4	16-6	6	7	8	6	7	8	4.10
80	20-11-4	16-11	5	7	7	5	7	7	4.10
81	20-11-4	16-17	5	7	7	5	7	7	4.10
82	20-11-4	16-23	5	7	8	5	7	8	4.10
83	20-11-4	16-28	6	9	11	6	9	11	4.10
84	20-11-4	16-34	6	8	8	6	8	8	4.10
85	20-11-4	16-39	6	7	8	6	7	8	4.10
86	20-11-4	16-45	6	9	10	6	9	10	4.10
87	20-11-4	16-50	6	9	9	6	9	9	4.10
88	20-11-4	16-56	6	8	9	6	8	9	4.09
89	20-11-4	17-1	6	9	10	6	9	10	4.09
90	20-11-4	17-7	5	7	7	5	7	7	4.09
91	20-11-4	17-12	6	8	9	6	8	9	4.09
92	20-11-4	17-18	7	9	9	7	9	9	4.09
93	20-11-4	17-23	6	8	8	6	8	8	4.09
94	20-11-4	17-29	7	9	11	7	9	11	4.10
95	20-11-4	17-34	5	7	8	5	7	8	4.09
96	20-11-4	17-40	5	8	8	5	8	8	4.09
97	20-11-4	17-46	7	11	11	7	11	11	4.09
98	20-11-4	17-51	6	9	9	6	9	9	4.08
99	20-11-4	17-57	6	8	11	6	8	11	4.09
100	20-11-4	18-2	6	7	7	6	7	7	4.09
101	20-11-4	18-8	6	7	9	6	7	9	4.09
102	20-11-4	18-13	6	8	9	6	8	9	4.09
103	20-11-4	18-19	6	9	10	6	9	10	4.08
104	20-11-4	18-24	6	8	8	6	8	8	4.08
105	20-11-4	18-30	6	8	9	6	8	9	4.08
106	20-11-4	18-35	6	8	8	6	8	8	4.08
107	20-11-4	18-41	5	7	7	5	7	7	4.08
108	20-11-4	18-46	6	8	8	6	8	8	4.08
109	20-11-4	18-52	7	9	9	7	9	9	4.08
110	20-11-4	18-57	6	8	9	6	8	9	4.08
111	20-11-4	19-3	6	8	10	6	8	10	4.08
112	20-11-4	19-9	6	8	8	6	8	8	4.08
113	20-11-4	19-14	6	9	10	6	9	10	4.08
114	20-11-4	19-20	7	9	13	7	9	13	4.09
115	20-11-4	19-25	6	8	8	6	8	8	4.08
116	20-11-4	19-31	5	6	6	5	6	6	4.07
117	20-11-4	19-36	5	8	8	5	8	8	4.08
118	20-11-4	19-42	5	7	8	5	7	8	4.08
119	20-11-4	19-47	5	7	7	5	7	7	4.07
120	20-11-4	19-53	4	6	6	4	6	6	4.08
121	20-11-4	19-58	4	6	7	4	6	7	4.07
122	20-11-4	20-4	5	7	8	5	7	8	4.07
123	20-11-4	20-9	4	6	8	4	6	8	4.07
124	20-11-4	20-15	5	6	6	5	6	6	4.07
125	20-11-4	20-20	5	8	8	5	8	8	4.07
126	20-11-4	20-26	4	6	6	4	6	6	4.07
127	20-11-4	20-32	5	7	7	5	7	7	4.06
128	20-11-4	20-37	5	6	7	5	6	7	4.06
129	20-11-4	20-43	4	6	6	4	6	6	4.06
130	20-11-4	20-48	4	5	5	4	5	5	4.06
131	20-11-4	20-54	5	6	7	5	6	7	4.06
132	20-11-4	20-59	5	7	7	5	7	7	4.07
133	20-11-4	21-5	4	6	6	4	6	6	4.07
134	20-11-4	21-10	5	7	7	5	7	7	4.06
135	20-11-4	21-16	5	8	8	5	8	8	4.06
136	20-11-4	21-21	4	6	7	4	6	7	4.06
137	20-11-4	21-27	4	7	8	4	7	8	4.06
138	20-11-4	21-32	6	10	10	6	10	10	4.06
139	20-11-4	21-38	6	8	8	6	8	8	4.06
140	20-11-4	21-44	6	8	8	6	8	8	4.06
141	20-11-4	21-49	7	9	10	7	9	10	4.06
142	20-11-4	21-55	6	8	9	6	8	9	4.06
143	20-11-4	22-0	6	7	8	6	7	8	4.06
144	20-11-4	22-6	5	7	8	5	7	8	4.06
145	20-11-4	22-11	6	8	9	6	8	9	4.05
146	20-11-4	22-17	7	9	10	7	9	10	4.05
147	20-11-4	22-22	7	9	10	7	9	10	4.06
148	20-11-4	22-28	8	10	12	8	10	12	4.05
149	20-11-4	22-33	7	9	9	7	9	9	4.05
150	20-11-4	22-39	7	9	9	7	9	9	4.05
151	20-11-4	22-44	9	13	14	9	13	14	4.05
152	20-11-4	22-50	7	10	10	7	10	10	4.05
153	20-11-4	22-55	8	10	10	8	10	10	4.05
154	20-11-4	23-1	9	13	13	9	13	13	4.06
155	20-11-4	23-7	7	10	11	7	10	11	4.05
156	20-11-4	23-12	9	13	14	9	13	14	4.05
157	20-11-4	23-18	10	15	16	10	15	16	4.05
158	20-11-4	23-23	9	13	13	9	13	13	4.05
159	20-11-4	23-29	8	13	13	8	13	13	4.05
160	20-11-4	23-34	9	12	14	9	12	14	4.05
161	20-11-4	23-40	10	14	15	10	14	15	4.05
162	20-11-4	23-45	9	11	13	9	11	13	4.05
163	20-11-4	23-51	9	13	14	9	13	14	4.03
164	20-11-4	23-56	9	11	11	9	11	11	4.05
165	20-11-5	0-2	10	14	17	10	14	17	4.04
166	20-11-5	0-7	9	10	11	9	10	11	4.04
167	20-11-5	0-13	9	13	13	9	13	13	4.04
168	20-11-5	0-18	9	13	13	9	13	13	4.04
169	20-11-5	0-24	8	11	11	8	11	11	4.04
170	20-11-5	0-30	9	12	12	9	12	12	4.02
171	20-11-5	0-35	8	10	12	8	10	12	4.04
172	20-11-5	0-41	10	14	14	10	14	14	4.04
173	20-11-5	0-46	9	13	14	9	13	14	4.04
174	20-11-5	0-52	9	12	14	9	12	14	4.04
175	20-11-5	0-57	8	12	12	8	12	12	4.05
176	20-11-5	1-3	9	12	13	9	12	13	4.04
177	20-11-5	1-8	9	12	12	9	12	12	4.04
178	20-11-5	1-14	10	11	13	10	11	13	4.04
179	20-11-5	1-19	8	13	13	8	13	13	4.04
180	20-11-5	1-25	8	10	10	8	10	10	4.03
181	20-11-5	1-30	8	12	15	8	12	15	4.04
182	20-11-5	1-36	9	11	13	9	11	13	4.03
183	20-11-5	1-41	8	10	11	8	10	11	4.03
184	20-11-5	1-47	8	10	11	8	10	11	4.04
185	20-11-5	1-53	8	10	11	8	10	11	4.04
186	20-11-5	1-58	8	10	10	8	10	10	4.03
187	20-11-5	2-4	8	10	11	8	10	11	4.04
188	20-11-5	2-9	8	10	10	8	10	10	4.04
189	20-11-5	2-15	8	11	13	8	11	13	4.05
190	20-11-5	2-20	7	9	10	7	9	10	4.03
191	20-11-5	2-26	7	9	9	7	9	9	4.03
192	20-11-5	2-31	9	13	13	9	13	13	4.03
193	20-11-5	2-37	8	9	10	8	9	10	4.03
194	20-11-5	2-42	8	12	14	8	12	14	4.03
195	20-11-5	2-48	8	10	12	8	10	12	4.03
196	20-11-5	2-53	8	10	10	8	10	10	4.03
197	20-11-5	2-59	9	13	13	9	13	13	4.02
198	20-11-5	3-4	8	10	11	8	10	11	4.03
199	20-11-5	3-10	7	10	10	7	10	10	4.03
200	20-11-5	3-16	6	8	8	6	8	8	4.03
201	20-11-5	3-21	8	10	10	8	10	10	4.03
202	20-11-5	3-27	7	9	10	7	9	10	4.03
203	20-11-5	3-32	7	8	8	7	8	8	4.03
204	20-11-5	3-38	7	9	10	7	9	10	4.03
205	20-11-5	3-43	8	10	10	8	10	10	4.03
206	20-11-5	3-49	6	9	11	6	9	11	4.03
207	20-11-5	3-54	7	8	8	7	8	8	4.03
208	20-11-5	4-0	7	9	10	7	9	10	4.03
209	20-11-5	4-5	6	9	10	6	9	10	4.02
210	20-11-5	4-11	6	9	9	6	9	9	4.01
211	20-11-5	4-16	7	9	11	7	9	11	4.02
212	20-11-5	4-22	6	8	9	6	8	9	4.03
213	20-11-5	4-27	7	9	9	7	9	9	4.03
214	20-11-5	4-33	7	11	13	7	11	13	4.03
215	20-11-5	4-39	5	6	7	5	6	7	4.03
216	20-11-5	4-44	7	9	9	7	9	9	4.03
217	20-11-5	4-50	5	7	8	5	7	8	4.03
218	20-11-5	4-55	6	9	9	6	9	9	4.02
219	20-11-5	5-1	7	9	10	7	9	10	4.03
220	20-11-5	5-6	6	9	9	6	9	9	4.03
221	20-11-5	5-12	6	7	7	6	7	7	4.02
222	20-11-5	5-17	5	8	9	5	8	9	4.03
223	20-11-5	5-23	6	7	7	6	7	7	4.02
224	20-11-5	5-28	6	8	10	6	8	10	4.03
225	20-11-5	5-34	5	6	6	5	6	6	4.02
226	20-11-5	5-39	5	8	9	5	8	9	4.02
227	20-11-5	5-45	6	8	9	6	8	9	4.03
228	20-11-5	5-51	6	9	9	6	9	9	4.02
229	20-11-5	5-56	5	7	8	5	7	8	4.02
230	20-11-5	6-2	5	7	7	5	7	7	4.02
231	20-11-5	6-7	5	7	8	5	7	8	4.00
232	20-11-5	6-13	6	8	9	6	8	9	4.02
233	20-11-5	6-18	5	8	8	5	8	8	4.02
234	20-11-5	6-24	5	7	7	5	7	7	4.02
235	20-11-5	6-29	6	9	10	6	9	10	4.02
236	20-11-5	6-35	5	7	8	5	7	8	4.02
237	20-11-5	6-40	5	8	8	5	8	8	4.02
238	20-11-5	6-46	5	7	7	5	7	7	4.02
239	20-11-5	6-51	6	8	8	6	8	8	4.02
240	20-11-5	6-57	5	8	9	5	8	9	4.02
241	20-11-5	7-2	6	8	8	6	8	8	4.02
242	20-11-5	7-8	6	9	9	6	9	9	4.02
243	20-11-5	7-14	6	7	8	6	7	8	4.02
244	20-11-5	7-19	6	8	8	6	8	8	4.02
245	20-11-5	7-25	4	7	8	4	7	8	4.02
246	20-11-5	7-30	6	8	8	6	8	8	4.02
247	20-11-5	7-36	6	9	11	6	9	11	4.02
248	20-11-5	7-41	6	8	8	6	8	8	4.01
249	20-11-5	7-47	6	9	10	6	9	10	4.02
250	20-11-5	7-52	7	10	14	7	10	14	4.02
251	20-11-5	7-58	7	10	11	7	10	11	4.02
252	20-11-5	8-3	6	8	9	6	8	9	4.02
253	20-11-5	8-9	6	8	11	6	8	11	4.01
254	20-11-5	8-14	6	8	9	6	8	9	4.01
255	20-11-5	8-20	8	9	11	8	9	11	4.01
256	20-11-5	8-25	7	9	9	7	9	9	4.02
257	20-11-5	8-31	6	8	8	6	8	8	4.01
258	20-11-5	8-37	6	8	10	6	8	10	4.01
259	20-11-5	8-42	6	8	8	6	8	8	4.01
260	20-11-5	8-48	6	8	9	6	8	9	4.00
261	20-11-5	8-53	6	9	10	6	9	10	4.01
262	20-11-5	8-59	6	9	9	6	9	9	4.01
263	20-11-5	9-4	7	8	8	7	8	8	4.02
264	20-11-5	9-10	4	7	7	4	7	7	4.01
265	20-11-5	9-15	5	7	8	5	7	8	4.01
266	20-11-5	9-21	5	7	7	5	7	7	4.01
267	20-11-5	9-26	5	7	7	5	7	7	4.01
268	20-11-5	9-32	5	6	7	5	6	7	4.01
269	20-11-5	9-37	7	8	10	7	8	10	4.01
270	20-11-5	9-43	7	9	10	7	9	10	4.01
271	20-11-5	9-48	7	10	11	7	10	11	4.01
272	20-11-5	9-54	6	9	11	6	9	11	4.01
273	20-11-5	10-0	7	10	10	7	10	10	4.01
274	20-11-5	10-5	6	8	9	6	8	9	4.00
275	20-11-5	10-11	7	9	9	7	9	9	4.01
276	20-11-5	10-16	5	6	7	5	6	7	4.00
277	20-11-5	10-22	6	7	8	6	7	8	4.01
278	20-11-5	10-27	5	7	9	5	7	9	4.00
279	20-11-5	10-33	6	7	7	6	7	7	4.01
280	20-11-5	10-38	6	8	9	6	8	9	4.01
281	20-11-5	10-44	7	10	10	7	10	10	4.00
282	20-11-5	10-49	6	8	9	6	8	9	4.01
283	20-11-5	10-55	6	9	11	6	9	11	4.00
284	20-11-5	11-0	6	7	7	6	7	7	4.00
285	20-11-5	11-6	8	10	12	8	10	12	4.00
286	20-11-5	11-11	7	10	12	7	10	12	4.00
287	20-11-5	11-17	7	8	10	7	8	10	4.00
288	20-11-5	11-23	7	9	11	7	9	11	4.00
289	20-11-5	11-28	7	9	10	7	9	10	4.00
290	20-11-5	11-34	7	9	10	7	9	10	4.00
291	20-11-5	11-39	7	9	9	7	9	9	4.00
292	20-11-5	11-45	7	9	10	7	9	10	3.98
293	20-11-5	11-50	7	9	10	7	9	10	4.00
294	20-11-5	11-56	8	9	9	8	9	9	4.00
295	20-11-5	12-1	8	10	12	8	10	12	3.99
296	20-11-5	12-7	7	9	10	7	9	10	4.00
297	20-11-5	12-12	9	10	11	9	10	11	4.00
298	20-11-5	12-18	8	10	11	8	10	11	4.00
299	20-11-5	12-23	8	11	14	8	11	14	3.99
300	20-11-5	12-29	7	9	10	7	9	10	4.00
301	20-11-5	12-34	9	11	13	9	11	13	4.00
302	20-11-5	12-40	8	11	14	8	11	14	3.99
303	20-11-5	12-46	7	10	11	7	10	11	3.99
304	20-11-5	12-51	7	9	9	7	9	9	4.00
305	20-11-5	12-57	7	9	9	7	9	9	3.99
306	20-11-5	13-2	5	8	8	5	8	8	3.99
307	20-11-5	13-8	8	9	11	8	9	11	3.99
308	20-11-5	13-13	8	10	10	8	10	10	3.98
309	20-11-5	13-19	8	10	10	8	10	10	3.99
310	20-11-5	13-24	6	8	8	6	8	8	3.99
311	20-11-5	13-30	5	7	8	5	7	8	3.99
312	20-11-5	13-35	7	9	10	7	9	10	3.99
313	20-11-5	13-41	7	8	8	7	8	8	3.97
314	20-11-5	13-46	7	9	10	7	9	10	3.99
315	20-11-5	13-52	6	8	8	6	8	8	3.99
316	20-11-5	13-57	7	9	11	7	9	11	3.99
317	20-11-5	14-3	7	8	9	7	8	9	3.96
318	20-11-5	14-9	6	8	9	6	8	9	3.98
319	20-11-5	14-14	8	9	10	8	9	10	3.98
320	20-11-5	14-20	7	8	9	7	8	9	3.98
321	20-11-5	14-25	6	8	9	6	8	9	3.98
322	20-11-5	14-31	6	9	9	6	9	9	3.98
323	20-11-5	14-36	7	8	9	7	8	9	3.98
324	20-11-5	14-42	6	9	9	6	9	9	3.99
325	20-11-5	14-47	6	9	9	6	9	9	3.98
326	20-11-5	14-53	7	8	8	7	8	8	3.97
327	20-11-5	14-58	7	10	10	7	10	10	3.98
328	20-11-5	15-4	7	9	11	7	9	11	3.98
329	20-11-5	15-9	8	10	10	8	10	10	3.98
330	20-11-5	15-15	6	9	10	6	9	10	3.98
331	20-11-5	15-20	8	11	12	8	11	12	3.98
332	20-11-5	15-26	8	10	11	8	10	11	3.98
333	20-11-5	15-32	7	9	9	7	9	9	3.98
334	20-11-5	15-37	9	11	12	9	11	12	3.96
335	20-11-5	15-43	7	9	10	7	9	10	3.98
336	20-11-5	15-48	8	11	11	8	11	11	3.98
337	20-11-5	15-54	8	10	11	8	10	11	3.97
338	20-11-5	15-59	9	11	12	9	11	12	3.97
339	20-11-5	16-5	8	10	11	8	10	11	3.97
340	20-11-5	16-10	8	9	10	8	9	10	3.97
341	20-11-5	16-16	8	11	11	8	11	11	3.97
342	20-11-5	16-21	8	10	10	8	10	10	3.97
343	20-11-5	16-27	8	11	12	8	11	12	3.97
344	20-11-5	16-32	9	11	12	9	11	12	3.97
345	20-11-5	16-38	8	10	10	8	10	10	3.97
346	20-11-5	16-43	8	8	8	8	8	8	3.97
347	20-11-5	16-49	8	10	12	8	10	12	3.97
348	20-11-5	16-55	8	10	12	8	10	12	3.97
349	20-11-5	17-0	7	9	10	7	9	10	3.97
350	20-11-5	17-6	8	10	12	8	10	12	3.97
351	20-11-5	17-11	7	9	9	7	9	9	3.97
352	20-11-5	17-17	8	10	10	8	10	10	3.97
353	20-11-5	17-22	8	11	11	8	11	11	3.97
354	20-11-5	17-28	10	13	15	10	13	15	3.96
355	20-11-5	17-33	9	12	15	9	12	15	3.96
356	20-11-5	17-39	9	12	13	9	12	13	3.97
357	20-11-5	17-44	9	15	17	9	15	17	3.96
358	20-11-5	17-50	8	11	13	8	11	13	3.96
359	20-11-5	17-55	9	12	13	9	12	13	3.96
360	20-11-5	18-1	9	12	12	9	12	12	3.96
361	20-11-5	18-7	9	12	13	9	12	13	3.96
362	20-11-5	18-12	9	12	13	9	12	13	3.96
363	20-11-5	18-18	11	15	17	11	15	17	3.96
364	20-11-5	18-23	10	13	15	10	13	15	3.96
365	20-11-5	18-29	13	16	16	13	16	16	3.96
366	20-11-5	18-34	13	15	17	13	15	17	3.96
367	20-11-5	18-40	12	15	18	12	15	18	3.94
368	20-11-5	18-45	12	17	19	12	17	19	3.94
369	20-11-5	18-51	10	14	14	10	14	14	3.96
370	20-11-5	18-56	10	13	13	10	13	13	3.96
371	20-11-5	19-2	12	16	16	12	16	16	3.96
372	20-11-5	19-7	11	13	14	11	13	14	3.95
373	20-11-5	19-13	11	14	16	11	14	16	3.97
374	20-11-5	19-18	10	12	14	10	12	14	3.96
375	20-11-5	19-24	11	14	14	11	14	14	3.95
376	20-11-5	19-30	11	14	16	11	14	16	3.96
377	20-11-5	19-35	11	13	17	11	13	17	3.95
378	20-11-5	19-41	10	14	14	10	14	14	3.95
379	20-11-5	19-46	10	13	13	10	13	13	3.95
380	20-11-5	19-52	12	16	18	12	16	18	3.93
381	20-11-5	19-57	11	13	17	11	13	17	3.95
382	20-11-5	20-3	12	15	16	12	15	16	3.95
383	20-11-5	20-8	11	13	13	11	13	13	3.95
384	20-11-5	20-14	11	15	15	11	15	15	3.94
385	20-11-5	20-19	10	12	12	10	12	12	3.94
386	20-11-5	20-25	11	15	15	11	15	15	3.94
387	20-11-5	20-30	11	13	14	11	13	14	3.94
388	20-11-5	20-36	11	15	17	11	15	17	3.95
389	20-11-5	20-41	10	12	13	10	12	13	3.94
390	20-11-5	20-47	10	13	13	10	13	13	3.94
391	20-11-5	20-53	10	14	14	10	14	14	3.94
392	20-11-5	20-58	9	13	13	9	13	13	3.94
393	20-11-5	21-4	10	13	13	10	13	13	3.94
394	20-11-5	21-9	10	15	17	10	15	17	3.94
395	20-11-5	21-15	10	13	13	10	13	13	3.94
396	20-11-5	21-20	11	14	18	11	14	18	3.94
397	20-11-5	21-26	10	13	13	10	13	13	3.94
398	20-11-5	21-31	10	13	16	10	13	16	3.94
399	20-11-5	21-37	16	20	21	16	20	21	3.93
400	20-11-5	21-42	10	14	17	10	14	17	3.93
401	20-11-5	21-48	11	13	14	11	13	14	3.94
402	20-11-5	21-53	14	19	21	14	19	21	3.94
403	20-11-5	21-59	14	18	19	14	18	19	3.94
404	20-11-5	22-4	12	17	19	12	17	19	3.93
405	20-11-5	22-10	13	17	18	13	17	18	3.94
406	20-11-5	22-16	14	20	21	14	20	21	3.93
407	20-11-5	22-21	13	18	18	13	18	18	3.93
408	20-11-5	22-27	13	17	19	13	17	19	3.93
409	20-11-5	22-32	12	17	17	12	17	17	3.93
410	20-11-5	22-38	14	19	20	14	19	20	3.94
411	20-11-5	22-43	13	17	18	13	17	18	3.93
412	20-11-5	22-49	11	16	17	11	16	17	3.93
413	20-11-5	22-54	11	13	14	11	13	14	3.93
414	20-11-5	23-0	9	12	12	9	12	12	3.93
415	20-11-5	23-5	7	11	11	7	11	11	3.93
416	20-11-5	23-11	7	9	10	7	9	10	3.93
417	20-11-5	23-16	9	12	14	9	12	14	3.93
418	20-11-5	23-22	8	10	11	8	10	11	3.93
419	20-11-5	23-27	9	11	11	9	11	11	3.93
420	20-11-5	23-33	9	11	11	9	11	11	3.92
421	20-11-5	23-39	8	11	11	8	11	11	3.93
422	20-11-5	23-44	8	11	12	8	11	12	3.92
423	20-11-5	23-50	8	9	10	8	9	10	3.93
424	20-11-5	23-55	9	12	12	9	12	12	3.92
425	20-11-6	0-1	9	11	12	9	11	12	3.92
426	20-11-6	0-6	8	10	13	8	10	13	3.92
427	20-11-6	0-12	9	11	12	9	11	12	3.92
428	20-11-6	0-17	9	12	13	9	12	13	3.92
429	20-11-6	0-23	8	12	12	8	12	12	3.92
430	20-11-6	0-28	8	11	11	8	11	11	3.92
431	20-11-6	0-34	9	11	11	9	11	11	3.92
432	20-11-6	0-39	9	10	11	9	10	11	3.92
433	20-11-6	0-45	10	12	12	10	12	12	3.92
434	20-11-6	0-50	8	11	12	8	11	12	3.92
435	20-11-6	0-56	8	11	12	8	11	12	3.92
436	20-11-6	1-2	8	11	11	8	11	11	3.92
437	20-11-6	1-7	10	13	14	10	13	14	3.92
438	20-11-6	1-13	9	11	12	9	11	12	3.92
439	20-11-6	1-18	10	12	13	10	12	13	3.93
440	20-11-6	1-24	11	15	16	11	15	16	3.92
441	20-11-6	1-29	11	14	15	11	14	15	3.92
442	20-11-6	1-35	11	13	14	11	13	14	3.91
443	20-11-6	1-40	10	13	14	10	13	14	3.91
444	20-11-6	1-46	10	13	14	10	13	14	3.92
445	20-11-6	1-51	11	14	16	11	14	16	3.91
446	20-11-6	1-57	10	13	15	10	13	15	3.91
447	20-11-6	2-2	10	13	13	10	13	13	3.91
448	20-11-6	2-8	9	13	13	9	13	13	3.91
449	20-11-6	2-13	10	12	13	10	12	13	3.91
450	20-11-6	2-19	11	15	15	11	15	15	3.91
451	20-11-6	2-25	10	13	14	10	13	14	3.91
452	20-11-6	2-30	11	13	16	11	13	16	3.92
453	20-11-6	2-36	9	13	16	9	13	16	3.91
454	20-11-6	2-41	11	14	15	11	14	15	3.91
455	20-11-6	2-47	12	16	16	12	16	16	3.91
456	20-11-6	2-52	10	14	15	10	14	15	3.91
457	20-11-6	2-58	11	14	15	11	14	15	3.90
458	20-11-6	3-3	11	13	17	11	13	17	3.91
459	20-11-6	3-9	12	15	18	12	15	18	3.91
460	20-11-6	3-14	11	13	15	11	13	15	3.90
461	20-11-6	3-20	11	14	14	11	14	14	3.91
462	20-11-6	3-25	11	14	14	11	14	14	3.91
463	20-11-6	3-31	11	13	14	11	13	14	3.90
464	20-11-6	3-36	12	14	14	12	14	14	3.91
465	20-11-6	3-42	12	15	15	12	15	15	3.90
466	20-11-6	3-48	11	14	15	11	14	15	3.90
467	20-11-6	3-53	12	15	18	12	15	18	3.90
468	20-11-6	3-59	10	12	14	10	12	14	3.90
469	20-11-6	4-4	10	15	16	10	15	16	3.91
470	20-11-6	4-10	11	14	14	11	14	14	3.90
471	20-11-6	4-15	13	18	18	13	18	18	3.89
472	20-11-6	4-21	11	13	14	11	13	14	3.90
473	20-11-6	4-26	12	17	18	12	17	18	3.90
474	20-11-6	4-32	12	14	15	12	14	15	3.90
475	20-11-6	4-37	10	12	13	10	12	13	3.90
476	20-11-6	4-43	11	15	17	11	15	17	3.90
477	20-11-6	4-48	10	13	13	10	13	13	3.90
478	20-11-6	4-54	12	14	17	12	14	17	3.90
479	20-11-6	4-59	11	15	20	11	15	20	3.90
480	20-11-6	5-5	11	17	19	11	17	19	3.90
481	20-11-6	5-11	11	15	15	11	15	15	3.90
482	20-11-6	5-16	10	14	15	10	14	15	3.90
483	20-11-6	5-22	12	14	16	12	14	16	3.90
484	20-11-6	5-27	11	18	18	11	18	18	3.90
485	20-11-6	5-33	10	13	14	10	13	14	3.89
486	20-11-6	5-38	10	14	14	10	14	14	3.90
487	20-11-6	5-44	11	14	18	11	14	18	3.90
488	20-11-6	5-49	11	15	17	11	15	17	3.90
489	20-11-6	5-55	11	15	16	11	15	16	3.88
490	20-11-6	6-0	11	13	15	11	13	15	3.90
491	20-11-6	6-6	10	13	14	10	13	14	3.89
492	20-11-6	6-11	11	15	15	11	15	15	3.89
493	20-11-6	6-17	11	14	18	11	14	18	3.89
494	20-11-6	6-22	11	17	17	11	17	17	3.90
495	20-11-6	6-28	10	15	15	10	15	15	3.89
496	20-11-6	6-34	11	14	15	11	14	15	3.90
497	20-11-6	6-39	12	15	18	12	15	18	3.89
