数据排序	年月日	时分	PM1.0(标)	PM2.5(标)	PM10(标)	PM1.0(气)	PM2.5(气)	PM10(气)	电压	Column1
3436	20-11-17	11-14	8	10	13	8	10	13	4.04	
3437	20-11-17	11-20	9	13	13	9	13	13	4.03	
3438	20-11-17	11-25	9	13	13	9	13	13	4.02	
3439	20-11-17	11-31	8	11	11	8	11	11	4.02	
3440	20-11-17	11-36	8	14	15	8	14	15	4.03	
3441	20-11-17	11-42	7	14	15	7	14	15	4.02	
3442	20-11-17	11-48	9	14	14	9	14	14	4.02	
3443	20-11-17	11-53	11	15	15	11	15	15	4.03	
3444	20-11-17	11-59	10	16	16	10	16	16	4.02	
3445	20-11-17	12-4	9	13	13	9	13	13	4.02	
3446	20-11-17	12-10	10	16	16	10	16	16	4.02	
3447	20-11-17	12-15	10	16	20	10	16	20	4.02	
3448	20-11-17	12-21	10	15	18	10	15	18	4.02	
3449	20-11-17	12-26	10	15	17	10	15	17	4.02	
3450	20-11-17	12-32	10	16	18	10	16	18	4	
3451	20-11-17	12-37	10	16	16	10	16	16	4.02	
3452	20-11-17	12-43	11	15	16	11	15	16	4.02	
3453	20-11-17	12-48	10	15	15	10	15	15	4.02	
3454	20-11-17	12-54	11	17	19	11	17	19	4.01	
3455	20-11-17	12-59	11	16	17	11	16	17	4.02	
3456	20-11-17	13-5	11	17	18	11	17	18	4.02	
3457	20-11-17	13-11	12	18	21	12	18	21	4.02	
3458	20-11-17	13-16	12	19	21	12	19	21	4.01	
3459	20-11-17	13-22	11	17	17	11	17	17	4.02	
3460	20-11-17	13-27	11	15	17	11	15	17	4.02	
3461	20-11-17	13-33	11	17	18	11	17	18	4.01	
3462	20-11-17	13-38	12	17	17	12	17	17	4.02	
3463	20-11-17	13-44	11	16	17	11	16	17	4.01	
3464	20-11-17	13-49	12	20	20	12	20	20	3.99	
3465	20-11-17	13-55	12	18	21	12	18	21	4.01	
3466	20-11-17	14-0	14	21	22	14	21	22	4.01	
3467	20-11-17	14-6	16	24	24	16	24	24	4.01	
3468	20-11-17	14-11	16	23	27	16	23	27	4.02	
3469	20-11-17	14-17	15	21	24	15	21	24	4.01	
3470	20-11-17	14-22	16	21	22	16	21	22	4.01	
3471	20-11-17	14-28	14	23	23	14	23	23	4.02	
3472	20-11-17	14-34	14	21	22	14	21	22	4	
3473	20-11-17	14-39	14	22	22	14	22	22	4.01	
3474	20-11-17	14-45	13	19	19	13	19	19	4.02	
3475	20-11-17	14-50	15	22	23	15	22	23	4.01	
3476	20-11-17	14-56	14	22	24	14	22	24	4.01	
3477	20-11-17	15-1	16	21	21	16	21	21	4.01	
3478	20-11-17	15-7	16	21	21	16	21	21	4.01	
3479	20-11-17	15-12	16	23	23	16	23	23	4	
3480	20-11-17	15-18	16	22	23	16	22	23	4.01	
3481	20-11-17	15-23	15	22	22	15	22	22	4.02	
3482	20-11-17	15-29	16	23	23	16	23	23	4.01	
3483	20-11-17	15-34	13	20	22	13	20	22	4.01	
3484	20-11-17	15-40	15	21	22	15	21	22	4	
3485	20-11-17	15-45	15	22	23	15	22	23	4.01	
3486	20-11-17	15-51	14	21	22	14	21	22	4.01	
3487	20-11-17	15-56	14	20	23	14	20	23	3.98	
3488	20-11-17	16-2	15	21	21	15	21	21	4.01	
3489	20-11-17	16-8	15	22	25	15	22	25	4.01	
3490	20-11-17	16-13	13	19	19	13	19	19	4.01	
3491	20-11-17	16-19	14	21	21	14	21	21	4	
3492	20-11-17	16-24	14	20	20	14	20	20	4.01	
3493	20-11-17	16-30	14	19	19	14	19	19	4	
3494	20-11-17	16-35	13	20	21	13	20	21	3.98	
3495	20-11-17	16-41	13	19	20	13	19	20	4	
3496	20-11-17	16-46	14	19	20	14	19	20	4	
3497	20-11-17	16-52	11	16	16	11	16	16	4	
3498	20-11-17	16-57	13	20	22	13	20	22	4	
3499	20-11-17	17-3	14	17	19	14	17	19	4.01	
3500	20-11-17	17-8	11	16	17	11	16	17	4	
3501	20-11-17	17-14	11	19	20	11	19	20	4	
3502	20-11-17	17-19	10	15	15	10	15	15	4	
3503	20-11-17	17-25	13	18	19	13	18	19	4	
3504	20-11-17	17-31	10	15	15	10	15	15	4	
3505	20-11-17	17-36	11	15	16	11	15	16	4	
3506	20-11-17	17-42	10	15	17	10	15	17	4	
3507	20-11-17	17-47	11	16	19	11	16	19	4	
3508	20-11-17	17-53	13	17	17	13	17	17	4	
3509	20-11-17	17-58	13	17	20	13	17	20	4	
3510	20-11-17	18-4	13	19	22	13	19	22	4	
3511	20-11-17	18-9	13	20	21	13	20	21	4	
3512	20-11-17	18-15	11	16	20	11	16	20	3.99	
3513	20-11-17	18-20	11	17	17	11	17	17	3.99	
3514	20-11-17	18-26	13	21	25	13	21	25	4	
3515	20-11-17	18-31	11	17	20	11	17	20	4	
3516	20-11-17	18-37	15	22	23	15	22	23	4	
3517	20-11-17	18-42	11	19	21	11	19	21	4	
3518	20-11-17	18-48	15	21	22	15	21	22	3.99	
3519	20-11-17	18-54	13	17	17	13	17	17	4	
3520	20-11-17	18-59	13	19	21	13	19	21	3.99	
3521	20-11-17	19-5	13	19	20	13	19	20	4	
3522	20-11-17	19-10	13	17	22	13	17	22	4	
3523	20-11-17	19-16	13	19	19	13	19	19	4.01	
3524	20-11-17	19-21	14	21	23	14	21	23	4	
3525	20-11-17	19-27	15	19	20	15	19	20	3.99	
3526	20-11-17	19-32	11	20	21	11	20	21	3.99	
3527	20-11-17	19-38	13	17	20	13	17	20	3.99	
3528	20-11-17	19-43	13	19	20	13	19	20	4	
3529	20-11-17	19-49	11	17	20	11	17	20	3.99	
3530	20-11-17	19-54	14	19	20	14	19	20	3.99	
3531	20-11-17	20-0	10	16	19	10	16	19	3.99	
3532	20-11-17	20-5	14	20	20	14	20	20	3.99	
3533	20-11-17	20-11	13	17	19	13	17	19	3.99	
3534	20-11-17	20-16	11	15	17	11	15	17	3.99	
3535	20-11-17	20-21	12	17	17	12	17	17	4.39	
										
