empty	年-	时分	PM1.0(标)	PM2.5(标)	PM10(标)	PM1.0(气)	PM2.5(气)	PM10(气)	电压
	2020/11/13	4-16	14	18	21	14	18	21	4.04
	2020/11/13	4-22	14	21	22	14	21	22	4.03
	2020/11/13	4-27	14	19	21	14	19	21	4.03
	2020/11/13	4-33	14	21	22	14	21	22	4.03
	2020/11/13	4-38	14	19	21	14	19	21	4.03
	2020/11/13	4-44	12	18	18	12	18	18	4.02
	2020/11/13	4-49	14	19	19	14	19	19	4.03
	2020/11/13	4-55	12	21	22	12	21	22	4.03
	2020/11/13	5-0	14	19	21	14	19	21	4.03
	2020/11/13	5-6	12	16	18	12	16	18	4.03
	2020/11/13	5-12	14	18	22	14	18	22	4.03
	2020/11/13	5-17	12	16	16	12	16	16	4.02
	2020/11/13	5-23	14	19	23	14	19	23	4.02
	2020/11/13	5-28	15	21	22	15	21	22	4.03
	2020/11/13	5-34	12	19	21	12	19	21	4.03
	2020/11/13	5-39	14	19	23	14	19	23	4.03
	2020/11/13	5-45	14	18	19	14	18	19	4.02
	2020/11/13	5-50	14	18	19	14	18	19	4.02
	2020/11/13	5-56	14	18	18	14	18	18	4.02
	2020/11/13	6-1	12	18	18	12	18	18	4.02
	2020/11/13	6-7	14	18	19	14	18	19	4.02
	2020/11/13	6-12	12	19	21	12	19	21	4.03
	2020/11/13	6-18	11	16	16	11	16	16	4.01
	2020/11/13	6-23	14	18	19	14	18	19	4.02
	2020/11/13	6-29	12	18	18	12	18	18	4.02
	2020/11/13	6-35	12	18	18	12	18	18	4.02
	2020/11/13	6-40	12	19	21	12	19	21	4.02
	2020/11/13	6-46	14	19	21	14	19	21	4.02
	2020/11/13	6-51	14	19	19	14	19	19	4.02
	2020/11/13	6-57	15	23	26	15	23	26	4.02
	2020/11/13	7-2	15	22	22	15	22	22	3.99
	2020/11/13	7-8	15	21	22	15	21	22	4.02
	2020/11/13	7-13	16	22	23	16	22	23	4.01
	2020/11/13	7-19	14	21	22	14	21	22	4.02
	2020/11/13	7-24	14	19	22	14	19	22	4.02
	2020/11/13	7-30	14	21	22	14	21	22	3.99
	2020/11/13	7-35	15	22	23	15	22	23	4.02
	2020/11/13	7-41	16	25	26	16	25	26	4.03
	2020/11/13	7-46	16	22	23	16	22	23	4.01
	2020/11/13	7-52	15	22	26	15	22	26	4.02
	2020/11/13	7-57	15	22	26	15	22	26	4.01
	2020/11/13	8-3	14	19	25	14	19	25	4.01
	2020/11/13	8-9	15	22	23	15	22	23	4.01
	2020/11/13	8-14	16	21	21	16	21	21	4.01
	2020/11/13	8-20	15	23	25	15	23	25	4
	2020/11/13	8-25	14	22	22	14	22	22	4.01
	2020/11/13	8-31	15	22	22	15	22	22	4.01
	2020/11/13	8-36	15	21	21	15	21	21	4.01
	2020/11/13	8-42	14	19	22	14	19	22	4
	2020/11/13	8-47	15	21	25	15	21	25	4.01
	2020/11/13	8-53	14	21	22	14	21	22	4.01
	2020/11/13	8-58	18	24	26	18	24	26	4.01
	2020/11/13	9-4	19	25	26	19	25	26	4.01
	2020/11/13	9-9	17	21	22	17	21	22	4.01
	2020/11/13	9-15	14	21	21	14	21	21	4
	2020/11/13	9-20	14	19	19	14	19	19	4
	2020/11/13	9-26	15	22	25	15	22	25	4.01
	2020/11/13	9-32	14	21	22	14	21	22	4.01
	2020/11/13	9-37	12	18	18	12	18	18	4
	2020/11/13	9-43	14	21	21	14	21	21	4.01
	2020/11/13	9-48	14	19	21	14	19	21	4
	2020/11/13	9-54	15	21	21	15	21	21	4
	2020/11/13	9-59	11	18	18	11	18	18	4
	2020/11/13	10-5	15	22	25	15	22	25	4.01
	2020/11/13	10-10	14	18	19	14	18	19	4.01
	2020/11/13	10-16	14	21	25	14	21	25	4
	2020/11/13	10-21	14	22	24	14	22	24	4.01
	2020/11/13	10-27	14	18	19	14	18	19	4
	2020/11/13	10-32	14	19	21	14	19	21	4.01
	2020/11/13	10-38	14	18	18	14	18	18	4.01
	2020/11/13	10-43	15	18	22	15	18	22	4
	2020/11/13	10-49	14	21	24	14	21	24	4
	2020/11/13	10-55	11	19	22	11	19	22	4
	2020/11/13	11-0	12	19	19	12	19	19	4
	2020/11/13	11-6	15	19	19	15	19	19	4
	2020/11/13	11-11	15	21	24	15	21	24	4
	2020/11/13	11-17	14	19	21	14	19	21	3.99
	2020/11/13	11-22	14	22	26	14	22	26	4
	2020/11/13	11-28	12	17	18	12	17	18	4
	2020/11/13	11-33	16	22	22	16	22	22	3.99
	2020/11/13	11-39	14	19	22	14	19	22	4.01
	2020/11/13	11-44	15	21	24	15	21	24	3.99
	2020/11/13	11-50	17	25	25	17	25	25	4
	2020/11/13	11-55	17	21	21	17	21	21	4
	2020/11/13	12-1	14	21	24	14	21	24	4
	2020/11/13	12-6	14	19	24	14	19	24	4
	2020/11/13	12-12	18	24	26	18	24	26	4
	2020/11/13	12-17	14	19	22	14	19	22	4
	2020/11/13	12-23	15	19	21	15	19	21	4
	2020/11/13	12-29	14	19	19	14	19	19	4
	2020/11/13	12-34	14	21	21	14	21	21	4
	2020/11/13	12-40	15	21	22	15	21	22	3.98
	2020/11/13	12-45	12	18	19	12	18	19	4
	2020/11/13	12-51	15	19	19	15	19	19	4
	2020/11/13	12-56	12	16	18	12	16	18	4
	2020/11/13	2-13	14	18	19	14	18	19	3.99
	2020/11/13	7-13	12	16	16	12	16	16	3.99
	2020/11/13	13-13	11	16	18	11	16	18	4
	2020/11/13	13-18	14	18	19	14	18	19	4
	2020/11/13	13-24	11	18	19	11	18	19	3.99
	2020/11/13	13-29	14	21	23	14	21	23	4
	2020/11/13	13-35	16	22	22	16	22	22	4
	2020/11/13	13-40	15	19	23	15	19	23	3.99
	2020/11/13	13-46	15	21	21	15	21	21	3.99
	2020/11/13	13-52	14	21	22	14	21	22	4
	2020/11/13	13-57	12	16	22	12	16	22	4
	2020/11/13	3-14	14	22	25	14	22	25	3.99
	2020/11/13	8-14	11	18	19	11	18	19	4
	2020/11/13	14-14	12	18	19	12	18	19	3.99
	2020/11/13	14-19	14	18	19	14	18	19	3.99
	2020/11/13	14-25	12	18	19	12	18	19	3.99
	2020/11/13	14-30	14	16	18	14	16	18	3.99
	2020/11/13	14-36	14	19	24	14	19	24	4
	2020/11/13	14-41	15	19	21	15	19	21	3.99
	2020/11/13	14-47	12	18	21	12	18	21	4
	2020/11/13	14-52	14	21	22	14	21	22	3.99
	2020/11/13	14-58	12	18	19	12	18	19	3.99
	2020/11/13	3-15	11	15	15	11	15	15	3.99
	2020/11/13	9-15	12	16	19	12	16	19	3.99
	2020/11/13	15-14	11	16	18	11	16	18	3.99
	2020/11/13	15-20	12	16	16	12	16	16	3.99
	2020/11/13	15-26	11	15	16	11	15	16	3.99
	2020/11/13	15-31	11	15	18	11	15	18	3.99
	2020/11/13	15-37	11	15	15	11	15	15	3.99
	2020/11/13	15-42	11	16	16	11	16	16	4
	2020/11/13	15-48	11	16	18	11	16	18	3.99
	2020/11/13	15-53	12	18	19	12	18	19	3.99
	2020/11/13	15-59	12	17	17	12	17	17	3.99
	2020/11/13	4-16	14	21	21	14	21	21	3.99
	2020/11/13	10-16	12	17	21	12	17	21	3.99
	2020/11/13	16-15	12	18	18	12	18	18	3.96
	2020/11/13	16-21	15	21	21	15	21	21	3.99
	2020/11/13	16-26	17	21	25	17	21	25	3.97
	2020/11/13	16-32	14	18	19	14	18	19	3.99
	2020/11/13	16-37	14	19	19	14	19	19	3.98
	2020/11/13	16-43	15	21	21	15	21	21	3.99
	2020/11/13	16-49	15	21	22	15	21	22	3.99
	2020/11/13	16-54	15	21	24	15	21	24	3.99
	2020/11/13	17-0	12	18	24	12	18	24	3.99
	2020/11/13	5-17	11	17	17	11	17	17	3.99
	2020/11/13	11-17	12	19	21	12	19	21	3.99
	2020/11/13	17-16	11	17	18	11	17	18	3.98
	2020/11/13	17-22	12	18	19	12	18	19	3.97
	2020/11/13	17-27	12	18	18	12	18	18	3.98
	2020/11/13	17-33	12	17	17	12	17	17	3.98
	2020/11/13	17-38	14	19	19	14	19	19	3.98
	2020/11/13	17-44	14	19	19	14	19	19	3.98
	2020/11/13	17-49	15	21	27	15	21	27	3.98
	2020/11/13	17-55	14	19	19	14	19	19	3.98
	2020/11/13	18-0	14	20	21	14	20	21	3.98
	2020/11/13	6-18	14	21	24	14	21	24	3.98
	2020/11/13	12-18	14	20	21	14	20	21	3.98
	2020/11/13	18-17	15	22	25	15	22	25	3.98
	2020/11/13	18-23	14	21	24	14	21	24	3.98
	2020/11/13	18-28	15	21	22	15	21	22	3.98
	2020/11/13	18-34	14	20	22	14	20	22	3.98
	2020/11/13	18-39	14	21	22	14	21	22	3.98
	2020/11/13	18-45	15	21	25	15	21	25	3.98
	2020/11/13	18-50	14	22	28	14	22	28	3.98
	2020/11/13	18-56	18	25	29	18	25	29	3.98
	2020/11/13	1-19	17	22	28	17	22	28	3.98
	2020/11/13	7-19	15	21	22	15	21	22	3.98
	2020/11/13	12-19	17	27	34	17	27	34	3.98
	2020/11/13	19-18	15	22	25	15	22	25	3.98
	2020/11/13	19-23	18	26	28	18	26	28	3.98
	2020/11/13	19-29	19	25	29	19	25	29	3.98
	2020/11/13	19-34	16	28	29	16	28	29	3.97
	2020/11/13	19-40	19	29	32	19	29	32	3.98
	2020/11/13	19-46	21	28	31	21	28	31	3.98
	2020/11/13	19-51	18	25	28	18	25	28	3.97
	2020/11/13	19-57	21	29	31	21	29	31	3.97
	2020/11/13	2-20	18	26	29	18	26	29	3.96
	2020/11/13	8-20	18	25	28	18	25	28	3.97
	2020/11/13	20-13	15	24	26	15	24	26	3.97
	2020/11/13	20-19	16	24	25	16	24	25	3.96
	2020/11/13	20-24	17	22	24	17	22	24	3.97
	2020/11/13	20-30	18	23	23	18	23	23	3.97
	2020/11/13	20-35	18	26	29	18	26	29	3.97
	2020/11/13	20-41	18	25	26	18	25	26	3.97
	2020/11/13	20-46	21	28	29	21	28	29	3.97
	2020/11/13	20-52	21	28	31	21	28	31	3.97
	2020/11/13	20-57	19	26	28	19	26	28	3.97
	2020/11/13	3-21	21	28	33	21	28	33	3.97
	2020/11/13	9-21	18	26	28	18	26	28	3.96
	2020/11/13	21-14	17	25	28	17	25	28	3.97
	2020/11/13	21-20	19	25	28	19	25	28	3.97
	2020/11/13	21-25	17	25	29	17	25	29	3.97
	2020/11/13	21-31	18	27	31	18	27	31	3.96
	2020/11/13	21-36	18	26	29	18	26	29	3.96
	2020/11/13	21-42	18	25	28	18	25	28	3.97
	2020/11/13	21-47	15	22	24	15	22	24	3.97
	2020/11/13	21-53	17	25	28	17	25	28	3.96
	2020/11/13	21-58	17	24	24	17	24	24	3.96
	2020/11/13	4-22	17	24	28	17	24	28	3.96
	2020/11/13	9-22	17	25	29	17	25	29	3.96
	2020/11/13	22-15	18	24	27	18	24	27	3.96
	2020/11/13	22-20	15	22	22	15	22	22	3.96
	2020/11/13	22-26	17	22	25	17	22	25	3.96
	2020/11/13	22-32	17	25	25	17	25	25	3.95
	2020/11/13	22-37	17	27	28	17	27	28	3.96
	2020/11/13	22-43	15	24	24	15	24	24	3.96
	2020/11/13	22-48	17	22	25	17	22	25	3.96
	2020/11/13	22-54	18	24	28	18	24	28	3.96
	2020/11/13	22-59	14	21	22	14	21	22	3.96
	2020/11/13	5-23	17	25	28	17	25	28	3.96
	2020/11/13	10-23	17	24	24	17	24	24	3.96
	2020/11/13	23-16	15	21	22	15	21	22	3.95
	2020/11/13	23-21	14	21	22	14	21	22	3.95
	2020/11/13	23-27	15	24	25	15	24	25	3.96
	2020/11/13	23-32	17	24	25	17	24	25	3.96
	2020/11/13	23-38	17	25	28	17	25	28	3.95
	2020/11/13	23-43	15	25	25	15	25	25	3.95
	2020/11/13	23-49	17	25	30	17	25	30	3.95
	2020/11/13	23-54	17	24	25	17	24	25	3.95
	2020/11/14	0-0	17	24	25	17	24	25	3.95
	2020/11/14	0-6	15	22	25	15	22	25	3.95
	2020/11/14	0-11	17	24	24	17	24	24	3.95
	2020/11/14	0-17	15	21	23	15	21	23	3.96
	2020/11/14	0-22	15	23	25	15	23	25	3.95
	2020/11/14	0-28	12	18	18	12	18	18	3.95
	2020/11/14	0-33	12	20	20	12	20	20	3.95
	2020/11/14	0-39	15	22	24	15	22	24	3.95
	2020/11/14	0-44	12	21	24	12	21	24	3.95
	2020/11/14	0-50	12	20	24	12	20	24	3.94
	2020/11/14	0-55	11	15	17	11	15	17	3.94
	2020/11/14	1-1	12	20	20	12	20	20	3.95
	2020/11/14	1-6	12	18	21	12	18	21	3.94
	2020/11/14	1-12	12	18	20	12	18	20	3.94
	2020/11/14	1-17	14	19	19	14	19	19	3.94
	2020/11/14	1-23	12	19	21	12	19	21	3.95
	2020/11/14	1-29	12	18	18	12	18	18	3.94
	2020/11/14	1-34	12	18	19	12	18	19	3.94
	2020/11/14	1-40	14	18	21	14	18	21	3.93
	2020/11/14	1-45	12	18	21	12	18	21	3.93
	2020/11/14	1-51	12	21	21	12	21	21	3.94
	2020/11/14	1-56	14	18	18	14	18	18	3.94
	2020/11/14	2-2	14	21	27	14	21	27	3.93
	2020/11/14	2-7	14	18	21	14	18	21	3.94
	2020/11/14	2-13	17	22	24	17	22	24	3.93
	2020/11/14	2-18	17	24	25	17	24	25	3.93
	2020/11/14	2-24	14	19	24	14	19	24	3.93
	2020/11/14	2-29	15	24	26	15	24	26	3.93
	2020/11/14	2-35	17	24	27	17	24	27	3.93
	2020/11/14	2-40	17	24	27	17	24	27	3.93
	2020/11/14	2-46	17	24	27	17	24	27	3.93
	2020/11/14	2-52	17	22	24	17	22	24	3.93
	2020/11/14	2-57	15	25	27	15	25	27	3.93
	2020/11/14	3-3	18	25	28	18	25	28	3.93
	2020/11/14	3-8	14	22	22	14	22	22	3.93
	2020/11/14	3-14	18	26	26	18	26	26	3.92
	2020/11/14	3-19	18	24	27	18	24	27	3.93
	2020/11/14	3-25	18	28	29	18	28	29	3.92
	2020/11/14	3-30	18	28	32	18	28	32	3.93
	2020/11/14	3-36	18	26	31	18	26	31	3.93
	2020/11/14	3-41	19	28	29	19	28	29	3.93
	2020/11/14	3-47	18	26	29	18	26	29	3.92
	2020/11/14	3-52	22	29	33	22	29	33	3.92
	2020/11/14	3-58	18	28	32	18	28	32	3.92
	2020/11/14	4-3	21	31	35	21	31	35	3.92
	2020/11/14	4-9	19	29	32	19	29	32	3.92
	2020/11/14	4-14	21	33	36	21	33	36	3.92
	2020/11/14	4-20	23	36	40	23	36	40	3.92
	2020/11/14	4-26	21	29	32	21	29	32	3.93
	2020/11/14	4-31	24	33	36	24	33	36	3.92
	2020/11/14	4-37	22	36	38	22	36	38	3.92
	2020/11/14	4-42	22	31	32	22	31	32	3.92
	2020/11/14	4-48	22	32	36	22	32	36	3.92
	2020/11/14	4-53	24	33	38	24	33	38	3.92
	2020/11/14	4-59	22	35	35	22	35	35	3.93
	2020/11/14	5-4	25	35	42	25	35	42	3.91
	2020/11/14	5-10	25	33	36	25	33	36	3.92
	2020/11/14	5-15	24	31	32	24	31	32	3.92
	2020/11/14	5-21	25	35	36	25	35	36	3.91
	2020/11/14	5-26	22	31	31	22	31	31	3.91
	2020/11/14	5-32	24	35	36	24	35	36	3.91
	2020/11/14	5-37	24	32	36	24	32	36	3.91
	2020/11/14	5-43	26	35	52	26	35	52	3.91
	2020/11/14	5-49	22	33	35	22	33	35	3.91
	2020/11/14	5-54	24	36	42	24	36	42	3.91
	2020/11/14	6-0	22	35	35	22	35	35	3.91
	2020/11/14	6-5	24	32	32	24	32	32	3.92
	2020/11/14	6-11	22	33	36	22	33	36	3.91
	2020/11/14	6-16	22	32	33	22	32	33	3.91
	2020/11/14	6-22	18	28	32	18	28	32	3.91
	2020/11/14	6-27	19	29	33	19	29	33	3.91
	2020/11/14	6-33	22	35	38	22	35	38	3.91
	2020/11/14	6-38	21	31	35	21	31	35	3.9
	2020/11/14	6-44	21	31	32	21	31	32	3.91
	2020/11/14	6-49	16	25	29	16	25	29	3.91
	2020/11/14	6-55	19	28	29	19	28	29	3.9
	2020/11/14	7-0	19	28	31	19	28	31	3.9
	2020/11/14	7-6	21	31	31	21	31	31	3.9
	2020/11/14	7-12	19	29	35	19	29	35	3.9
	2020/11/14	7-17	21	29	33	21	29	33	3.89
	2020/11/14	7-23	21	32	35	21	32	35	3.9
	2020/11/14	7-28	19	26	28	19	26	28	3.9
	2020/11/14	7-34	23	33	40	23	33	40	3.89
	2020/11/14	7-39	18	29	35	18	29	35	3.9
	2020/11/14	7-45	21	29	33	21	29	33	3.9
	2020/11/14	7-50	16	25	28	16	25	28	3.9
	2020/11/14	7-56	18	23	23	18	23	23	3.89
	2020/11/14	8-1	19	32	33	19	32	33	3.9
	2020/11/14	8-7	18	26	28	18	26	28	3.89
	2020/11/14	8-12	22	32	38	22	32	38	3.89
	2020/11/14	8-18	21	35	39	21	35	39	3.89
	2020/11/14	8-23	22	35	38	22	35	38	3.91
	2020/11/14	8-29	23	32	39	23	32	39	3.9
	2020/11/14	8-34	21	32	36	21	32	36	3.89
	2020/11/14	8-40	22	28	30	22	28	30	3.9
	2020/11/14	8-46	18	25	29	18	25	29	3.89
	2020/11/14	8-51	18	29	32	18	29	32	3.9
	2020/11/14	8-57	18	29	35	18	29	35	3.89
	2020/11/14	9-2	19	28	33	19	28	33	3.89
	2020/11/14	9-8	19	28	32	19	28	32	3.89
	2020/11/14	9-13	18	26	26	18	26	26	3.89
	2020/11/14	9-19	18	26	28	18	26	28	3.89
	2020/11/14	9-24	18	28	30	18	28	30	3.89
	2020/11/14	9-30	19	26	28	19	26	28	3.89
	2020/11/14	9-35	21	30	32	21	30	32	3.87
	2020/11/14	9-41	16	22	22	16	22	22	3.89
	2020/11/14	9-46	22	33	35	22	33	35	3.89
	2020/11/14	9-52	22	35	40	22	35	40	3.85
	2020/11/14	9-57	19	29	35	19	29	35	3.89
	2020/11/14	10-3	22	32	36	22	32	36	3.89
	2020/11/14	10-9	19	29	30	19	29	30	3.89
	2020/11/14	10-14	23	35	40	23	35	40	3.88
	2020/11/14	10-20	19	30	35	19	30	35	3.88
	2020/11/14	10-25	19	33	37	19	33	37	3.88
	2020/11/14	10-31	21	28	29	21	28	29	3.88
	2020/11/14	10-36	21	28	30	21	28	30	3.88
	2020/11/14	10-42	22	31	31	22	31	31	3.88
	2020/11/14	10-47	21	29	35	21	29	35	3.89
	2020/11/14	10-53	21	29	30	21	29	30	3.88
	2020/11/14	10-58	21	32	33	21	32	33	3.88
	2020/11/14	11-4	25	36	42	25	36	42	3.88
	2020/11/14	11-9	22	32	37	22	32	37	3.88
	2020/11/14	11-15	21	32	35	21	32	35	3.88
	2020/11/14	11-20	21	30	37	21	30	37	3.88
	2020/11/14	11-26	18	29	30	18	29	30	3.88
	2020/11/14	11-31	19	30	32	19	30	32	3.88
	2020/11/14	11-37	18	26	29	18	26	29	3.88
	2020/11/14	11-43	19	28	29	19	28	29	3.88
	2020/11/14	11-48	19	30	33	19	30	33	3.88
	2020/11/14	11-54	19	28	29	19	28	29	3.88
	2020/11/14	11-59	21	32	36	21	32	36	3.88
	2020/11/14	12-5	21	28	28	21	28	28	3.9
	2020/11/14	12-10	22	30	32	22	30	32	3.88
	2020/11/14	12-16	20	33	35	20	33	35	4.39
	2020/11/14	12-21	21	29	33	21	29	33	4.39
	2020/11/14	12-27	21	34	37	21	34	37	4.39
	2020/11/14	12-32	22	33	35	22	33	35	4.39
	2020/11/14	12-38	20	33	41	20	33	41	4.39
	2020/11/14	12-43	22	30	31	22	30	31	4.39
	2020/11/14	12-49	20	30	34	20	30	34	4.39
	2020/11/14	12-54	20	33	37	20	33	37	4.39
	2020/11/14	13-0	20	29	37	20	29	37	4.39
	2020/11/14	5-13	23	32	35	23	32	35	4.39
	2020/11/14	11-13	21	30	38	21	30	38	4.39
	2020/11/14	13-16	19	27	30	19	27	30	4.39
	2020/11/14	13-22	19	31	33	19	31	33	4.39
	2020/11/14	13-27	21	34	36	21	34	36	4.39
	2020/11/14	13-33	21	33	33	21	33	33	4.39
	2020/11/14	13-38	22	30	34	22	30	34	4.39
	2020/11/14	13-44	21	28	30	21	28	30	4.39
	2020/11/14	13-49	24	36	42	24	36	42	4.39
	2020/11/14	13-55	19	29	29	19	29	29	4.39
	2020/11/14	14-0	22	35	38	22	35	38	4.38
	2020/11/14	6-14	20	29	34	20	29	34	4.36
	2020/11/14	11-14	23	32	42	23	32	42	4.35
	2020/11/14	14-17	23	33	39	23	33	39	4.33
	2020/11/14	14-22	22	30	32	22	30	32	4.3
	2020/11/14	14-28	24	37	42	24	37	42	4.18
	2020/11/14	14-33	24	38	41	24	38	41	4.19
	2020/11/14	14-39	25	36	41	25	36	41	4.18
	2020/11/14	14-44	19	29	33	19	29	33	4.18
	2020/11/14	14-50	22	35	38	22	35	38	4.18
	2020/11/14	14-55	22	32	36	22	32	36	4.18
	2020/11/14	1-15	23	35	38	23	35	38	4.18
	2020/11/14	6-15	23	33	35	23	33	35	4.18
	2020/11/14	12-15	25	36	40	25	36	40	4.18
	2020/11/14	15-17	25	38	39	25	38	39	4.18
	2020/11/14	15-23	22	33	39	22	33	39	4.18
	2020/11/14	15-28	23	35	39	23	35	39	4.18
	2020/11/14	15-34	25	33	33	25	33	33	4.18
	2020/11/14	15-39	20	32	36	20	32	36	4.17
	2020/11/14	15-45	23	34	36	23	34	36	4.17
	2020/11/14	15-50	25	36	37	25	36	37	4.16
	2020/11/14	15-56	22	33	36	22	33	36	4.16
	2020/11/14	1-16	25	36	40	25	36	40	4.16
	2020/11/14	7-16	23	35	37	23	35	37	4.16
	2020/11/14	12-16	23	35	37	23	35	37	4.16
	2020/11/14	16-18	25	35	42	25	35	42	4.16
	2020/11/14	16-23	22	35	43	22	35	43	4.16
	2020/11/14	16-29	26	43	46	26	42	46	4.16
	2020/11/14	16-34	23	38	40	23	38	40	4.16
	2020/11/14	16-40	23	33	38	23	33	38	4.16
	2020/11/14	16-45	26	40	46	26	40	46	4.16
	2020/11/14	16-51	24	36	39	24	36	39	4.16
	2020/11/14	16-56	24	33	39	24	33	39	4.16
	2020/11/14	2-17	24	35	39	24	35	39	4.16
	2020/11/14	7-17	24	36	41	24	36	41	4.16
	2020/11/14	17-13	28	42	45	28	42	45	4.16
	2020/11/14	17-18	29	45	51	28	44	51	4.16
	2020/11/14	17-24	29	44	45	28	42	45	4.16
	2020/11/14	17-29	29	44	47	28	42	47	4.16
	2020/11/14	17-35	29	42	48	28	42	48	4.16
	2020/11/14	17-40	30	48	57	28	45	57	4.16
	2020/11/14	17-46	31	45	55	29	44	55	4.16
	2020/11/14	17-51	28	39	48	28	39	48	4.16
	2020/11/14	17-57	25	41	46	25	41	46	4.16
	2020/11/14	2-18	25	41	46	25	41	46	4.16
	2020/11/14	8-18	28	44	46	28	42	46	4.16
	2020/11/14	18-13	29	42	49	28	42	49	4.16
	2020/11/14	18-19	28	44	46	28	42	46	4.16
	2020/11/14	18-24	29	42	49	28	42	49	4.16
	2020/11/14	18-30	31	43	48	29	42	48	4.16
	2020/11/14	18-35	31	42	48	29	42	48	4.16
	2020/11/14	18-41	31	46	48	29	45	48	4.16
	2020/11/14	18-46	29	42	51	28	42	51	4.16
	2020/11/14	18-52	28	42	46	28	42	46	4.16
	2020/11/14	18-57	29	43	46	28	42	46	4.16
	2020/11/14	3-19	29	43	49	28	42	49	4.16
	2020/11/14	8-19	31	42	43	29	42	43	4.16
	2020/11/14	19-14	31	50	53	29	46	53	4.15
	2020/11/14	19-19	31	48	52	29	45	52	4.16
	2020/11/14	19-25	31	46	58	29	45	58	4.15
	2020/11/14	19-30	31	43	50	29	42	50	4.15
	2020/11/14	19-36	29	43	48	28	42	48	4.15
	2020/11/14	19-41	29	43	52	28	42	52	4.15
	2020/11/14	19-47	28	43	52	28	42	52	4.15
	2020/11/14	19-52	31	46	53	29	45	53	4.15
	2020/11/14	19-58	29	45	50	28	43	50	4.15
	2020/11/14	3-20	32	45	48	31	43	48	4.15
	2020/11/14	9-20	31	45	52	29	43	52	4.15
	2020/11/14	20-14	28	45	48	28	43	48	4.15
	2020/11/14	20-20	32	52	58	31	48	58	4.15
	2020/11/14	20-25	32	49	53	31	46	53	4.15
	2020/11/14	20-31	33	49	52	31	46	52	4.15
	2020/11/14	20-36	31	45	56	29	43	56	4.15
	2020/11/14	20-42	33	49	50	31	46	50	4.15
	2020/11/14	20-47	33	52	56	31	48	56	4.15
	2020/11/14	20-53	38	55	65	33	49	63	4.15
	2020/11/14	20-58	32	50	56	31	46	56	4.15
	2020/11/14	4-21	35	56	60	32	50	60	4.15
	2020/11/14	9-21	36	52	55	32	48	55	4.15
	2020/11/14	21-15	38	61	72	34	54	69	4.15
	2020/11/14	21-20	36	55	62	32	49	62	4.15
	2020/11/14	21-26	31	48	58	29	45	58	4.15
	2020/11/14	21-31	36	58	66	32	51	65	4.15
	2020/11/14	21-37	35	54	56	32	49	56	4.15
	2020/11/14	21-42	33	52	58	31	48	58	4.15
	2020/11/14	21-48	32	49	55	31	46	55	4.15
	2020/11/14	21-53	36	48	53	32	45	53	4.15
	2020/11/14	21-59	35	49	55	32	46	55	4.15
	2020/11/14	4-22	33	53	58	31	49	58	4.15
	2020/11/14	10-22	35	50	59	32	48	59	4.15
	2020/11/14	22-15	33	49	55	31	46	55	4.15
	2020/11/14	22-21	33	48	53	31	45	53	4.15
	2020/11/14	22-26	33	58	62	31	50	62	4.15
	2020/11/14	22-32	41	60	80	35	53	73	4.15
	2020/11/14	22-37	50	82	94	39	63	82	4.15
	2020/11/14	22-43	50	81	98	40	63	84	4.15
	2020/11/14	22-48	56	84	94	43	64	81	4.15
	2020/11/14	22-54	42	68	76	36	57	72	4.15
	2020/11/14	22-59	47	73	90	38	60	80	4.15
	2020/11/14	5-23	45	73	86	38	60	77	4.15
	2020/11/14	11-23	45	69	76	38	58	71	4.15
	2020/11/14	23-16	46	69	81	38	58	74	4.15
	2020/11/14	23-22	48	75	88	40	61	78	4.15
	2020/11/14	23-27	48	69	86	39	58	78	4.15
	2020/11/14	23-33	44	66	72	36	56	69	4.15
	2020/11/14	23-38	45	69	80	38	58	73	4.15
	2020/11/14	23-44	43	67	73	36	56	69	4.15
	2020/11/14	23-49	45	72	84	38	59	76	4.15
	2020/11/14	23-55	42	67	76	36	56	70	4.15
	2020/11/15	0-0	43	66	76	36	56	70	4.15
	2020/11/15	0-6	39	60	67	33	53	66	4.15
	2020/11/15	0-11	39	66	83	33	56	74	4.15
	2020/11/15	0-17	45	67	80	38	56	73	4.15
	2020/11/15	0-22	39	61	65	33	53	64	4.15
	2020/11/15	0-28	39	63	75	33	54	70	4.15
	2020/11/15	0-33	40	57	64	35	50	63	4.15
	2020/11/15	0-39	42	68	79	36	57	72	4.15
	2020/11/15	0-44	40	56	58	35	50	58	4.15
	2020/11/15	0-50	39	60	67	33	53	65	4.15
	2020/11/15	0-55	36	58	68	32	51	65	4.15
	2020/11/15	1-1	37	56	63	33	50	63	4.15
	2020/11/15	1-6	42	63	68	36	54	66	4.15
	2020/11/15	1-12	43	68	81	36	57	74	4.15
	2020/11/15	1-17	40	63	75	35	54	70	4.15
	2020/11/15	1-23	43	67	77	36	57	70	4.15
	2020/11/15	1-28	39	61	68	33	53	65	4.15
	2020/11/15	1-34	42	61	65	36	53	64	4.15
	2020/11/15	1-39	39	58	65	33	51	64	4.15
	2020/11/15	1-45	43	67	80	36	56	73	4.15
	2020/11/15	1-50	43	68	78	36	57	72	4.15
	2020/11/15	1-56	42	61	68	36	53	65	4.15
	2020/11/15	2-1	43	66	74	36	56	70	4.15
	2020/11/15	2-7	39	60	80	33	53	73	4.15
	2020/11/15	2-12	42	62	69	36	53	66	4.15
