数据排序	年-	时分	PM1.0(标)	PM2.5(标)	PM10(标)	PM1.0(气)	PM2.5(气)	PM10(气)	电压
1425	2020/11/9	10-12	11	17	21	11	17	21	4.09
1426	2020/11/9	10-17	7	11	11	7	11	11	4.1
1427	2020/11/9	10-23	9	15	15	9	15	15	4.1
1428	2020/11/9	10-28	8	12	13	8	12	13	4.11
1429	2020/11/9	10-34	9	15	19	9	15	19	4.1
1430	2020/11/9	10-40	8	11	12	8	11	12	4.1
1431	2020/11/9	10-45	9	13	14	9	13	14	4.1
1432	2020/11/9	10-51	11	17	17	11	17	17	4.1
1433	2020/11/9	10-56	12	18	18	12	18	18	4.1
1434	2020/11/9	11-2	12	17	17	12	17	17	4.09
1435	2020/11/9	11-7	11	17	18	11	17	18	4.09
1436	2020/11/9	11-13	9	13	14	9	13	14	4.09
1437	2020/11/9	11-18	11	15	18	11	15	18	4.09
1438	2020/11/9	11-24	11	16	18	11	16	18	4.09
1439	2020/11/9	11-29	14	19	21	14	19	21	4.09
1440	2020/11/9	11-35	13	19	23	13	19	23	4.09
1441	2020/11/9	11-40	17	23	28	17	23	28	4.09
1442	2020/11/9	11-46	26	33	35	24	33	35	4.08
1443	2020/11/9	11-51	24	30	31	23	30	31	4.08
1444	2020/11/9	11-57	23	30	32	22	30	32	4.08
1445	2020/11/9	12-2	25	32	32	24	32	32	4.08
1446	2020/11/9	12-5	18	25	25	18	25	25	4.29
1447	2020/11/9	12-10	12	19	22	12	19	22	4.16
1448	2020/11/9	12-16	35	42	46	30	39	46	4.17
1449	2020/11/9	12-21	17	24	24	17	24	24	4.17
1450	2020/11/9	12-27	14	19	21	14	19	21	4.17
1451	2020/11/9	12-32	14	23	24	14	23	24	4.17
1452	2020/11/9	12-38	18	24	27	18	24	28	4.17
1453	2020/11/9	12-43	16	22	25	15	22	25	4.17
1454	2020/11/9	12-49	14	22	24	14	22	24	4.17
1455	2020/11/9	12-54	17	25	29	17	25	29	4.17
1456	2020/11/9	13-0	26	33	33	25	33	33	4.16
1457	2020/11/9	5-13	24	31	31	23	31	31	4.16
1458	2020/11/9	11-13	26	33	37	25	33	37	4.16
1459	2020/11/9	13-16	36	42	42	30	38	42	4.16
1460	2020/11/9	13-22	16	23	24	16	23	24	4.15
1461	2020/11/9	13-27	15	22	23	15	22	23	4.15
1462	2020/11/9	13-33	16	22	25	16	22	25	4.15
1463	2020/11/9	13-38	17	22	24	17	22	24	4.15
1464	2020/11/9	13-44	18	25	28	18	25	28	4.15
1465	2020/11/9	13-49	17	24	25	17	24	25	4.15
1466	2020/11/9	13-55	18	25	28	18	25	28	4.15
1467	2020/11/9	1-14	15	23	29	15	23	29	4.15
1468	2020/11/9	6-14	16	24	28	16	24	28	4.15
1469	2020/11/9	12-14	17	23	24	17	23	24	4.15
1470	2020/11/9	14-17	17	25	27	17	25	27	4.15
1471	2020/11/9	14-23	15	22	25	15	22	25	4.15
1472	2020/11/9	14-28	19	28	29	19	28	29	4.15
1473	2020/11/9	14-34	27	35	37	25	35	37	4.15
1474	2020/11/9	14-39	24	31	34	23	31	34	4.15
1475	2020/11/9	14-45	24	34	35	23	34	35	4.15
1476	2020/11/9	14-50	33	42	44	28	38	44	4.15
1477	2020/11/9	14-56	23	34	38	23	34	38	4.15
1478	2020/11/9	1-15	23	31	35	23	31	35	4.15
1479	2020/11/9	7-15	42	53	55	32	45	54	4.15
1480	2020/11/9	12-15	23	34	36	23	34	36	4.15
1481	2020/11/9	15-18	37	45	45	31	40	45	4.15
1482	2020/11/9	15-23	42	51	54	32	44	53	4.15
1483	2020/11/9	15-29	38	47	51	31	41	51	4.15
1484	2020/11/9	15-34	19	26	29	19	26	29	4.15
1485	2020/11/9	15-40	24	35	37	22	34	37	4.15
1486	2020/11/9	15-45	50	56	58	36	47	56	4.15
1487	2020/11/9	15-51	24	33	36	22	33	36	4.15
1488	2020/11/9	15-56	31	36	39	27	35	39	4.15
1489	2020/11/9	2-16	26	33	34	25	33	34	4.15
1490	2020/11/9	7-16	22	31	31	22	31	31	4.15
1491	2020/11/9	16-13	21	31	31	21	31	31	4.15
1492	2020/11/9	16-18	24	33	34	22	33	34	4.15
1493	2020/11/9	16-24	38	44	48	31	40	48	4.15
1494	2020/11/9	16-29	19	24	25	19	24	25	4.15
1495	2020/11/9	16-35	21	31	32	21	31	32	4.15
1496	2020/11/9	16-40	18	24	25	18	24	25	4.15
1497	2020/11/9	16-46	19	25	28	19	25	28	4.15
1498	2020/11/9	16-51	30	38	41	26	36	41	4.15
1499	2020/11/9	16-57	18	26	27	18	26	27	4.15
1500	2020/11/9	2-17	19	26	28	19	26	28	4.15
1501	2020/11/9	8-17	27	35	39	25	34	39	4.15
1502	2020/11/9	17-13	28	37	39	26	35	39	4.15
1503	2020/11/9	17-19	24	33	34	23	33	34	4.15
1504	2020/11/9	17-24	17	26	27	17	26	27	4.15
1505	2020/11/9	17-30	17	25	27	17	25	27	4.15
1506	2020/11/9	17-35	21	28	30	21	27	30	4.15
1507	2020/11/9	17-41	24	31	32	23	31	32	4.15
1508	2020/11/9	17-46	23	30	31	23	30	31	4.15
1509	2020/11/9	17-52	33	45	46	28	40	46	4.15
1510	2020/11/9	17-57	32	39	40	27	37	40	4.15
1511	2020/11/9	3-18	25	33	36	24	33	36	4.15
1512	2020/11/9	8-18	19	27	29	19	27	29	4.15
1513	2020/11/9	18-14	36	43	45	30	39	45	4.15
1514	2020/11/9	18-19	35	42	43	30	38	43	4.15
1515	2020/11/9	18-25	32	39	42	28	37	42	4.15
1516	2020/11/9	18-30	26	35	37	25	35	37	4.15
1517	2020/11/9	18-36	18	23	25	18	23	25	4.15
1518	2020/11/9	18-41	33	40	40	29	38	40	4.15
1519	2020/11/9	18-47	33	40	45	29	38	45	4.15
1520	2020/11/9	18-52	33	42	44	29	38	44	4.15
1521	2020/11/9	18-58	28	36	37	25	35	37	4.15
1522	2020/11/9	3-19	22	30	33	22	30	33	4.15
1523	2020/11/9	9-19	24	31	35	23	31	35	4.15
1524	2020/11/9	19-14	24	30	31	23	30	31	4.15
1525	2020/11/9	19-20	23	31	33	23	31	33	4.15
1526	2020/11/9	19-25	21	29	29	21	29	29	4.15
1527	2020/11/9	19-31	16	22	22	16	22	22	4.15
1528	2020/11/9	19-36	17	23	29	17	23	29	4.15
1529	2020/11/9	19-42	18	25	28	18	25	28	4.15
1530	2020/11/9	19-47	17	24	28	17	24	28	4.15
1531	2020/11/9	19-53	15	23	26	15	23	26	4.15
1532	2020/11/9	19-58	15	21	23	15	21	23	4.15
1533	2020/11/9	4-20	16	24	24	16	24	24	4.15
1534	2020/11/9	9-20	16	25	29	16	25	29	4.15
1535	2020/11/9	20-15	18	25	27	18	25	27	4.15
1536	2020/11/9	20-20	18	25	25	18	25	25	4.15
1537	2020/11/9	20-26	19	28	29	19	28	29	4.15
1538	2020/11/9	20-31	22	29	32	22	29	32	4.15
1539	2020/11/9	20-37	19	29	30	19	29	30	4.15
1540	2020/11/9	20-42	23	32	34	23	32	34	4.15
1541	2020/11/9	20-48	24	34	34	23	34	34	4.15
1542	2020/11/9	20-53	24	34	34	23	34	34	4.15
1543	2020/11/9	20-59	25	32	35	24	32	35	4.15
1544	2020/11/9	4-21	24	32	38	23	32	38	4.15
1545	2020/11/9	10-21	25	34	36	24	34	36	4.15
1546	2020/11/9	21-15	28	37	37	25	36	37	4.15
1547	2020/11/9	21-21	22	29	30	22	29	30	4.15
1548	2020/11/9	21-26	12	21	23	12	21	23	4.15
1549	2020/11/9	21-32	14	21	23	14	21	23	4.15
1550	2020/11/9	21-37	16	23	28	16	23	28	4.15
1551	2020/11/9	21-43	17	25	28	17	25	28	4.15
1552	2020/11/9	21-48	17	26	28	17	26	28	4.15
1553	2020/11/9	21-54	23	29	29	23	29	29	4.15
1554	2020/11/9	21-59	23	30	31	23	30	31	4.15
1555	2020/11/9	5-22	22	28	28	22	28	28	4.15
1556	2020/11/9	10-22	15	23	25	15	23	25	4.15
1557	2020/11/9	22-16	13	20	22	13	20	22	4.15
1558	2020/11/9	22-21	15	23	26	15	23	26	4.15
1559	2020/11/9	22-27	12	18	22	12	18	22	4.15
1560	2020/11/9	22-32	12	20	23	12	20	23	4.15
1561	2020/11/9	22-38	26	35	39	25	34	39	4.15
1562	2020/11/9	22-43	27	35	39	25	34	39	4.15
1563	2020/11/9	22-49	51	55	55	36	46	53	4.15
1564	2020/11/9	22-54	25	31	34	23	31	34	4.15
1565	2020/11/9	23-0	18	26	29	18	26	29	4.15
1566	2020/11/9	6-23	19	27	29	19	27	29	4.15
1567	2020/11/9	11-23	19	25	27	19	25	27	4.15
1568	2020/11/9	23-17	15	22	22	15	22	22	4.15
1569	2020/11/9	23-22	16	23	25	16	23	25	4.15
1570	2020/11/9	23-28	14	20	21	14	20	21	4.15
1571	2020/11/9	23-33	20	27	30	20	27	30	4.15
1572	2020/11/9	23-39	13	18	23	13	18	23	4.15
1573	2020/11/9	23-44	13	19	21	13	19	21	4.17
1574	2020/11/9	23-50	22	29	33	22	29	33	4.16
1575	2020/11/9	23-55	13	19	21	13	19	21	4.16
1576	2020/11/10	0-1	12	18	19	12	18	19	4.15
1577	2020/11/10	0-6	20	26	27	20	26	27	4.16
1578	2020/11/10	0-12	13	21	21	13	21	21	4.16
1579	2020/11/10	0-17	13	21	23	13	21	23	4.15
1580	2020/11/10	0-23	14	21	22	14	21	22	4.15
1581	2020/11/10	0-28	15	22	24	15	22	24	4.15
1582	2020/11/10	0-34	17	24	25	17	24	25	4.15
1583	2020/11/10	0-39	19	23	24	19	23	24	4.15
1584	2020/11/10	0-45	31	37	41	27	36	41	4.16
1585	2020/11/10	0-50	16	24	27	16	24	27	4.16
1586	2020/11/10	0-56	16	26	29	16	26	29	4.16
