数据排序	年-	时分	PM1.0(标)	PM2.5(标)	PM10(标)	PM1.0(气)	PM2.5(气)	PM10(气)	电压
2979	2020/11/15	8-41	44	67	71	34	51	63	4.15
2980	2020/11/15	8-47	44	63	68	34	50	61	4.15
2981	2020/11/15	8-52	42	67	76	33	51	66	4.15
2982	2020/11/15	8-58	39	60	66	31	48	60	4.15
2983	2020/11/15	9-3	51	66	5904	1839	338	54	4.15
2984	2020/11/15	9-9	38	63	69	31	50	62	4.15
2985	2020/11/15	9-14	39	59	64	31	47	59	4.15
2986	2020/11/15	9-20	38	59	62	31	47	58	4.15
2987	2020/11/15	9-25	38	59	66	31	48	59	4.15
2988	2020/11/15	9-31	36	58	59	30	47	56	4.15
2989	2020/11/15	9-36	38	58	63	31	47	58	4.15
2990	2020/11/15	9-42	33	52	58	29	44	55	4.15
2991	2020/11/15	9-47	36	52	56	30	44	54	4.15
2992	2020/11/15	9-53	36	54	60	30	45	56	4.15
2993	2020/11/15	9-58	32	49	55	28	43	53	4.15
2994	2020/11/15	10-4	35	52	53	29	44	52	4.15
2995	2020/11/15	10-9	34	54	59	29	45	55	4.15
2996	2020/11/15	10-15	32	48	51	28	43	51	4.15
2997	2020/11/15	10-20	31	51	55	27	44	53	4.15
2998	2020/11/15	10-26	31	48	54	27	43	53	4.15
2999	2020/11/15	10-31	29	47	53	26	42	52	4.15
3000	2020/11/15	10-37	31	45	52	27	40	51	4.15
3001	2020/11/15	10-42	31	47	52	27	42	51	4.15
3002	2020/11/15	10-48	30	45	51	27	41	51	4.15
3003	2020/11/15	10-53	29	48	53	26	43	52	4.15
3004	2020/11/15	10-59	30	44	45	27	39	45	4.15
3005	2020/11/15	11-4	29	45	47	26	41	47	4.15
3006	2020/11/15	11-10	27	39	43	25	37	43	4.15
3007	2020/11/15	11-15	30	47	53	27	42	52	4.15
3008	2020/11/15	11-21	30	50	55	27	43	53	4.15
3009	2020/11/15	11-26	27	45	47	25	41	47	4.15
3010	2020/11/15	11-32	28	45	50	26	41	50	4.15
3011	2020/11/15	11-37	28	44	46	26	39	46	4.15
3012	2020/11/15	11-43	25	37	39	23	36	39	4.15
3013	2020/11/15	11-48	35	48	50	29	43	50	4.15
3014	2020/11/15	11-54	23	36	39	22	35	39	4.15
3015	2020/11/15	11-59	23	36	40	22	35	40	4.15
3016	2020/11/15	12-5	36	51	57	30	44	55	4.15
3017	2020/11/15	12-10	23	37	38	22	36	38	4.15
3018	2020/11/15	12-16	33	48	51	29	42	50	4.15
3019	2020/11/15	12-21	22	36	39	22	34	39	4.15
3020	2020/11/15	12-27	25	37	38	24	35	38	4.15
3021	2020/11/15	12-32	22	38	40	22	36	40	4.15
3022	2020/11/15	12-38	30	42	48	26	39	48	4.15
3023	2020/11/15	12-43	21	32	38	21	32	38	4.15
3024	2020/11/15	12-49	20	31	34	20	31	34	4.15
3025	2020/11/15	12-54	20	30	32	20	30	32	4.15
3026	2020/11/15	13-0	24	39	41	23	36	41	4.15
3027	2020/11/15	5-13	23	33	35	22	33	35	4.15
3028	2020/11/15	11-13	24	38	41	23	35	41	4.15
3029	2020/11/15	13-16	24	39	41	23	36	41	4.15
3030	2020/11/15	13-22	21	33	36	21	33	36	4.15
3031	2020/11/15	13-27	21	33	36	21	33	36	4.15
3032	2020/11/15	13-33	22	32	35	22	32	35	4.15
3033	2020/11/15	13-38	22	33	34	22	33	34	4.15
3034	2020/11/15	13-44	34	48	50	29	42	50	4.15
3035	2020/11/15	13-49	25	37	39	24	36	39	4.15
3036	2020/11/15	13-55	35	45	46	29	40	46	4.15
3037	2020/11/15	14-0	23	36	38	22	35	38	4.15
3038	2020/11/15	6-14	21	30	38	21	30	38	4.15
3039	2020/11/15	11-14	22	36	40	22	35	40	4.15
3040	2020/11/15	14-17	22	35	36	22	33	36	4.15
3041	2020/11/15	14-22	32	46	49	28	40	49	4.15
3042	2020/11/15	14-28	26	38	43	24	36	43	4.15
3043	2020/11/15	14-33	26	36	38	24	35	38	4.15
3044	2020/11/15	14-39	19	31	31	19	31	31	4.15
3045	2020/11/15	14-44	28	39	41	26	37	41	4.15
3046	2020/11/15	14-50	20	35	36	20	34	36	4.15
3047	2020/11/15	14-55	28	38	39	26	36	39	4.15
3048	2020/11/15	1-15	26	40	44	25	37	44	4.15
3049	2020/11/15	6-15	20	31	33	20	31	33	4.15
3050	2020/11/15	12-15	21	36	39	21	35	39	4.15
3051	2020/11/15	15-17	22	35	36	22	34	36	4.15
3052	2020/11/15	15-23	21	34	35	21	34	35	4.15
3053	2020/11/15	15-28	21	34	38	21	34	38	4.15
3054	2020/11/15	15-34	22	33	34	22	33	34	4.15
3055	2020/11/15	15-39	34	46	49	29	41	49	4.15
3056	2020/11/15	15-45	28	37	37	26	36	37	4.15
3057	2020/11/15	15-50	27	39	39	25	37	39	4.15
3058	2020/11/15	15-56	23	36	42	22	35	42	4.15
3059	2020/11/15	1-16	25	37	42	23	36	42	4.15
3060	2020/11/15	7-16	25	37	40	24	36	40	4.15
3061	2020/11/15	12-16	22	34	37	22	34	37	4.15
3062	2020/11/15	16-18	21	35	37	21	34	37	4.15
3063	2020/11/15	16-23	30	43	45	27	40	45	4.15
3064	2020/11/15	16-29	34	46	49	29	41	49	4.15
3065	2020/11/15	16-34	28	41	46	25	38	46	4.12
3066	2020/11/15	16-40	37	47	47	30	41	47	4.13
3067	2020/11/15	16-46	38	51	55	31	43	52	4.12
3068	2020/11/15	16-51	28	43	45	26	39	45	4.12
3069	2020/11/15	16-57	29	44	46	26	39	46	4.12
3070	2020/11/15	2-17	27	39	45	25	37	45	4.12
3071	2020/11/15	8-17	23	35	39	22	34	39	4.12
3072	2020/11/15	17-13	25	36	37	23	35	37	4.12
3073	2020/11/15	17-19	22	34	35	22	34	35	4.12
3074	2020/11/15	17-24	34	48	49	29	42	49	4.12
3075	2020/11/15	17-30	32	43	44	27	40	44	4.11
3076	2020/11/15	17-35	33	47	50	28	41	50	4.11
3077	2020/11/15	17-41	43	59	63	33	48	58	4.11
3078	2020/11/15	17-46	35	47	49	29	41	49	4.1
3079	2020/11/15	17-52	33	49	50	28	43	50	4.11
3080	2020/11/15	17-57	33	48	53	28	42	51	4.11
3081	2020/11/15	3-18	25	39	40	24	36	40	4.11
3082	2020/11/15	8-18	27	42	46	25	39	46	4.11
3083	2020/11/15	18-14	24	38	40	23	36	40	4.11
3084	2020/11/15	18-20	40	59	62	32	48	57	4.1
3085	2020/11/15	18-25	25	41	46	24	38	46	4.1
3086	2020/11/15	18-31	26	39	42	25	36	42	4.1
3087	2020/11/15	18-36	26	41	42	25	38	42	4.11
3088	2020/11/15	18-42	23	36	38	23	35	38	4.1
3089	2020/11/15	18-47	24	39	43	23	37	43	4.1
3090	2020/11/15	18-53	28	42	44	26	39	44	4.1
3091	2020/11/15	18-58	31	44	46	27	40	46	4.09
3092	2020/11/15	4-19	47	65	68	36	51	61	4.08
3093	2020/11/15	9-19	35	56	59	30	47	56	4.09
3094	2020/11/15	19-15	35	55	59	30	46	56	4.09
3095	2020/11/15	19-20	39	55	60	32	46	56	4.09
3096	2020/11/15	19-26	38	58	62	31	47	58	4.08
3097	2020/11/15	19-31	40	57	60	32	47	56	4.09
3098	2020/11/15	19-37	40	55	60	32	46	58	4.09
3099	2020/11/15	19-42	33	49	53	29	44	52	4.09
3100	2020/11/15	19-48	32	52	55	27	45	54	4.09
3101	2020/11/15	19-54	32	52	57	27	45	55	4.09
3102	2020/11/15	19-59	35	53	56	30	45	54	4.1
3103	2020/11/15	5-20	34	53	58	30	45	55	4.09
3104	2020/11/15	10-20	36	54	56	30	46	54	4.08
3105	2020/11/15	20-16	35	54	63	30	46	59	4.08
3106	2020/11/15	20-21	37	59	70	31	49	63	4.08
3107	2020/11/15	20-27	38	56	60	31	46	57	4.08
3108	2020/11/15	20-32	44	60	63	33	48	59	4.08
3109	2020/11/15	20-38	34	54	59	30	46	57	4.08
3110	2020/11/15	20-43	33	52	57	28	45	55	4.08
3111	2020/11/15	20-49	40	63	67	32	50	62	4.07
3112	2020/11/15	20-54	38	59	67	31	48	61	4.08
3113	2020/11/15	21-0	42	67	72	32	52	64	4.07
3114	2020/11/15	5-21	38	62	69	31	49	62	4.08
3115	2020/11/15	11-21	34	55	58	30	46	55	4.08
3116	2020/11/15	21-17	43	64	70	33	51	63	4.07
3117	2020/11/15	21-22	42	65	73	32	51	65	4.07
3118	2020/11/15	21-28	37	59	64	31	49	59	4.07
3119	2020/11/15	21-33	43	62	67	33	50	62	4.07
3120	2020/11/15	21-39	40	61	71	32	50	64	4.07
3121	2020/11/15	21-44	33	51	55	28	44	54	4.07
3122	2020/11/15	21-50	40	63	68	32	51	61	4.07
3123	2020/11/15	21-55	32	54	66	27	46	60	4.06
3124	2020/11/15	1-22	39	60	65	32	49	60	4.06
3125	2020/11/15	6-22	35	52	59	30	45	56	4.07
3126	2020/11/15	12-22	34	57	64	30	47	59	4.06
3127	2020/11/15	22-17	32	54	58	28	46	56	4.06
3128	2020/11/15	22-23	34	55	60	30	46	56	4.06
3129	2020/11/15	22-28	35	59	65	30	49	60	4.03
3130	2020/11/15	22-31	39	60	68	33	50	63	4.34
3131	2020/11/15	22-37	31	51	56	28	45	56	4.29
3132	2020/11/15	22-42	34	53	61	29	46	58	4.16
3133	2020/11/15	22-48	28	44	48	25	41	48	4.16
3134	2020/11/15	22-53	29	48	50	26	42	50	4.16
3135	2020/11/15	22-59	29	42	53	25	39	52	4.16
3136	2020/11/15	4-23	27	43	48	25	38	48	4.16
3137	2020/11/15	10-23	33	51	53	28	43	51	4.16
3138	2020/11/15	23-15	31	49	54	27	42	51	4.17
3139	2020/11/15	23-21	30	48	51	25	41	50	4.17
3140	2020/11/15	23-26	28	42	43	25	38	43	4.17
3141	2020/11/15	23-32	26	40	44	24	37	44	4.17
3142	2020/11/15	23-37	28	44	47	25	39	47	4.17
3143	2020/11/15	23-43	25	40	43	23	36	43	4.16
3144	2020/11/15	23-48	27	41	44	24	36	44	4.15
3145	2020/11/15	23-54	24	39	45	23	35	45	4.15
3146	2020/11/15	23-59	24	36	41	23	34	41	4.15
3147	2020/11/16	0-5	25	42	44	23	38	44	4.15
3148	2020/11/16	0-10	29	48	51	25	41	49	4.15
3149	2020/11/16	0-16	26	43	44	24	38	44	4.15
3150	2020/11/16	0-21	39	56	57	30	45	53	4.15
3151	2020/11/16	0-27	26	43	45	24	38	45	4.15
3152	2020/11/16	0-32	33	49	55	27	41	52	4.15
3153	2020/11/16	0-38	34	51	55	28	42	52	4.15
3154	2020/11/16	0-43	37	54	60	29	44	55	4.15
3155	2020/11/16	0-49	34	52	56	28	43	53	4.15
3156	2020/11/16	0-54	34	45	47	28	40	47	4.15
3157	2020/11/16	1-0	25	47	49	23	40	48	4.15
3158	2020/11/16	1-5	31	50	51	26	42	50	4.15
3159	2020/11/16	1-11	29	47	50	25	40	49	4.15
3160	2020/11/16	1-17	27	44	51	24	38	50	4.15
3161	2020/11/16	1-22	27	43	47	25	39	47	4.15
3162	2020/11/16	1-28	28	45	51	25	40	50	4.15
3163	2020/11/16	1-33	35	53	55	29	44	53	4.15
3164	2020/11/16	1-39	28	46	54	25	40	51	4.15
3165	2020/11/16	1-44	26	42	44	24	38	44	4.15
3166	2020/11/16	1-50	27	42	45	25	38	45	4.15
3167	2020/11/16	1-55	30	45	51	26	40	50	4.15
3168	2020/11/16	2-1	32	49	56	27	42	54	4.15
3169	2020/11/16	2-6	29	45	52	25	40	51	4.15
3170	2020/11/16	2-12	25	44	49	24	40	49	4.15
3171	2020/11/16	2-17	27	44	52	25	40	51	4.15
3172	2020/11/16	2-23	26	47	51	24	41	50	4.15
3173	2020/11/16	2-28	34	53	59	29	44	55	4.15
3174	2020/11/16	2-34	38	55	60	31	45	55	4.15
3175	2020/11/16	2-39	39	59	64	31	48	59	4.15
3176	2020/11/16	2-45	43	60	67	33	48	60	4.15
3177	2020/11/16	2-50	24	44	50	23	40	50	4.15
3178	2020/11/16	2-56	25	43	50	24	39	50	4.15
3179	2020/11/16	3-1	25	43	47	24	39	47	4.15
3180	2020/11/16	3-7	31	48	51	27	42	50	4.15
3181	2020/11/16	3-12	32	56	59	28	46	56	4.15
3182	2020/11/16	3-18	28	48	56	25	42	54	4.15
3183	2020/11/16	3-23	24	44	50	23	39	50	4.15
3184	2020/11/16	3-29	28	46	48	26	40	48	4.15
3185	2020/11/16	3-34	25	44	48	24	39	48	4.15
3186	2020/11/16	3-40	24	44	50	23	39	50	4.15
3187	2020/11/16	3-45	27	46	48	24	40	48	4.15
3188	2020/11/16	3-51	23	41	42	22	38	42	4.15
3189	2020/11/16	3-56	28	45	48	25	40	48	4.15
3190	2020/11/16	4-2	24	44	49	23	39	49	4.15
3191	2020/11/16	4-7	28	48	49	25	42	49	4.15
3192	2020/11/16	4-13	28	44	46	25	39	46	4.15
3193	2020/11/16	4-18	35	51	55	29	44	53	4.15
3194	2020/11/16	4-24	31	47	48	27	41	48	4.15
3195	2020/11/16	4-29	40	56	62	31	46	57	4.15
3196	2020/11/16	4-35	30	44	46	27	39	46	4.15
3197	2020/11/16	4-40	40	54	60	31	45	56	4.15
3198	2020/11/16	4-46	27	43	46	24	39	46	4.15
3199	2020/11/16	4-51	42	59	64	32	48	58	4.15
3200	2020/11/16	4-57	41	59	68	32	48	62	4.15
3201	2020/11/16	5-2	42	57	63	32	47	58	4.15
3202	2020/11/16	5-8	40	56	62	31	46	57	4.15
3203	2020/11/16	5-13	23	40	44	22	37	44	4.15
3204	2020/11/16	5-19	35	54	63	29	45	58	4.15
3205	2020/11/16	5-24	40	57	60	31	47	56	4.15
3206	2020/11/16	5-30	26	45	48	25	40	48	4.15
3207	2020/11/16	5-35	27	45	50	24	40	50	4.15
3208	2020/11/16	5-41	30	45	49	27	40	49	4.15
3209	2020/11/16	5-46	29	45	47	26	40	47	4.15
3210	2020/11/16	5-52	27	43	44	24	39	44	4.15
3211	2020/11/16	5-57	27	41	48	24	38	48	4.15
3212	2020/11/16	6-3	23	40	41	22	37	41	4.15
3213	2020/11/16	6-8	22	38	39	22	36	39	4.15
3214	2020/11/16	6-14	22	40	44	22	37	44	4.15
3215	2020/11/16	6-19	26	44	45	24	39	45	4.15
3216	2020/11/16	6-25	23	38	44	22	36	44	4.15
3217	2020/11/16	6-30	23	41	45	22	38	45	4.15
3218	2020/11/16	6-36	22	37	41	22	36	41	4.15
3219	2020/11/16	6-41	21	38	43	21	36	43	4.15
3220	2020/11/16	6-47	23	36	43	22	35	43	4.15
3221	2020/11/16	6-52	23	41	47	22	38	47	4.15
3222	2020/11/16	6-58	22	38	43	22	36	43	4.15
3223	2020/11/16	7-3	32	46	48	28	40	48	4.15
3224	2020/11/16	7-9	21	38	39	21	36	39	4.15
3225	2020/11/16	7-14	24	35	40	23	33	40	4.15
3226	2020/11/16	7-20	23	39	41	22	37	41	4.15
3227	2020/11/16	7-25	24	41	45	23	38	45	4.15
3228	2020/11/16	7-31	22	38	40	22	36	40	4.15
3229	2020/11/16	7-36	24	39	44	23	37	44	4.15
3230	2020/11/16	7-42	24	40	44	23	37	44	4.15
3231	2020/11/16	7-47	22	36	40	22	35	40	4.15
3232	2020/11/16	7-53	22	36	38	22	35	38	4.15
3233	2020/11/16	7-58	20	33	36	20	33	36	4.15
3234	2020/11/16	8-4	23	39	41	22	37	41	4.15
3235	2020/11/16	8-9	22	35	38	22	33	38	4.15
3236	2020/11/16	8-15	23	39	41	22	37	41	4.15
3237	2020/11/16	8-20	23	37	39	22	36	39	4.15
3238	2020/11/16	8-26	22	35	40	22	33	40	4.15
3239	2020/11/16	8-31	27	41	49	24	38	49	4.15
3240	2020/11/16	8-37	22	41	43	22	38	43	4.15
3241	2020/11/16	8-42	24	40	42	23	37	42	4.15
3242	2020/11/16	8-48	25	42	47	24	39	47	4.15
3243	2020/11/16	8-53	25	39	42	24	37	42	4.15
3244	2020/11/16	8-59	30	46	53	27	40	52	4.15
3245	2020/11/16	9-4	27	44	49	24	39	49	4.15
3246	2020/11/16	9-10	40	58	60	31	47	56	4.15
3247	2020/11/16	9-15	45	58	62	33	47	57	4.15
3248	2020/11/16	9-21	35	53	56	29	45	54	4.15
3249	2020/11/16	9-26	31	51	53	27	44	52	4.15
3250	2020/11/16	9-32	33	50	57	29	44	55	4.15
3251	2020/11/16	9-37	34	55	57	29	46	55	4.15
3252	2020/11/16	9-43	32	47	51	28	41	51	4.15
3253	2020/11/16	9-48	26	42	45	25	38	45	4.15
3254	2020/11/16	9-54	29	48	53	26	43	52	4.15
3255	2020/11/16	10-0	31	49	55	27	43	53	4.15
3256	2020/11/16	10-5	31	46	48	27	40	48	4.15
3257	2020/11/16	10-11	29	44	51	26	39	51	4.15
3258	2020/11/16	10-16	28	45	50	26	40	50	4.15
3259	2020/11/16	10-22	35	50	53	29	43	52	4.15
3260	2020/11/16	10-27	25	44	45	24	40	45	4.15
3261	2020/11/16	10-33	38	58	68	31	47	61	4.15
3262	2020/11/16	10-38	36	52	54	30	44	53	4.15
3263	2020/11/16	10-44	26	43	47	25	39	47	4.15
3264	2020/11/16	10-49	27	44	48	25	39	48	4.15
3265	2020/11/16	10-55	28	45	48	26	40	48	4.15
3266	2020/11/16	11-0	28	44	50	26	39	50	4.15
3267	2020/11/16	11-6	29	41	44	26	37	44	4.15
3268	2020/11/16	11-11	26	43	45	25	39	45	4.15
3269	2020/11/16	11-17	27	42	47	25	38	47	4.15
3270	2020/11/16	11-22	27	44	46	25	39	46	4.15
3271	2020/11/16	11-28	28	45	47	26	41	47	4.15
3272	2020/11/16	11-33	36	48	52	30	43	51	4.15
3273	2020/11/16	11-39	35	51	55	29	44	53	4.15
3274	2020/11/16	11-44	38	56	58	32	46	56	4.15
3275	2020/11/16	11-50	30	47	51	27	41	51	4.15
3276	2020/11/16	11-55	30	47	48	27	42	48	4.15
3277	2020/11/16	12-1	34	50	53	29	43	52	4.15
3278	2020/11/16	12-6	25	41	45	23	37	45	4.15
3279	2020/11/16	12-12	25	41	42	23	37	42	4.15
3280	2020/11/16	12-17	23	41	43	22	37	43	4.15
3281	2020/11/16	12-23	26	42	44	25	38	44	4.17
3282	2020/11/16	12-28	26	37	42	25	36	42	4.16
3283	2020/11/16	12-34	25	38	41	23	36	41	4.16
3284	2020/11/16	12-39	25	39	42	23	37	42	4.16
3285	2020/11/16	12-45	25	38	39	23	36	39	4.15
3286	2020/11/16	12-50	25	39	42	23	37	42	4.16
3287	2020/11/16	12-56	25	42	47	23	38	47	4.16
3288	2020/11/16	1-13	23	36	38	22	35	38	4.16
3289	2020/11/16	7-13	22	30	35	22	30	35	4.16
3290	2020/11/16	12-13	26	39	44	25	37	44	4.16
3291	2020/11/16	13-18	25	38	44	23	36	44	4.15
3292	2020/11/16	13-23	23	38	42	22	36	42	4.16
3293	2020/11/16	13-29	27	42	44	25	38	44	4.16
3294	2020/11/16	13-34	25	38	44	23	36	44	4.15
3295	2020/11/16	13-40	23	38	43	22	36	43	4.16
3296	2020/11/16	13-45	22	37	39	22	36	39	4.15
3297	2020/11/16	13-51	26	38	39	25	36	39	4.16
3298	2020/11/16	13-56	27	39	41	25	37	41	4.15
3299	2020/11/16	2-14	27	42	46	25	38	46	4.16
3300	2020/11/16	7-14	26	38	42	25	36	42	4.16
3301	2020/11/16	14-13	25	38	42	23	36	42	4.16
3302	2020/11/16	14-18	23	37	43	22	36	43	4.15
3303	2020/11/16	14-24	25	37	38	23	36	38	4.15
3304	2020/11/16	14-29	25	40	43	24	37	43	4.16
3305	2020/11/16	14-35	27	39	41	25	37	41	4.15
3306	2020/11/16	14-40	25	38	41	24	36	41	4.16
3307	2020/11/16	14-46	25	37	41	24	36	41	4.16
3308	2020/11/16	14-51	25	38	43	24	36	43	4.16
3309	2020/11/16	14-57	28	43	43	26	40	43	4.16
3310	2020/11/16	2-15	26	41	43	25	37	43	4.15
3311	2020/11/16	8-15	25	40	43	24	37	43	4.15
3312	2020/11/16	15-13	21	39	43	21	36	43	4.15
3313	2020/11/16	15-19	25	40	42	24	37	42	4.16
3314	2020/11/16	15-24	24	37	41	22	36	41	4.15
3315	2020/11/16	15-30	24	37	37	22	36	37	4.16
3316	2020/11/16	15-35	25	37	40	24	36	40	4.15
3317	2020/11/16	15-41	25	40	45	24	37	45	4.15
3318	2020/11/16	15-46	26	41	44	25	37	44	4.15
3319	2020/11/16	15-52	27	41	44	25	37	44	4.16
3320	2020/11/16	15-57	27	42	44	25	39	44	4.16
3321	2020/11/16	3-16	22	40	40	22	37	40	4.15
3322	2020/11/16	8-16	24	43	48	22	40	48	4.17
3323	2020/11/16	16-14	33	49	55	28	43	53	4.16
3324	2020/11/16	16-19	25	37	41	24	36	41	4.15
3325	2020/11/16	16-25	27	43	47	25	39	47	4.16
3326	2020/11/16	16-30	27	43	45	25	39	45	4.15
3327	2020/11/16	16-36	27	43	46	24	39	46	4.15
3328	2020/11/16	16-41	27	44	50	25	39	50	4.15
3329	2020/11/16	16-47	25	45	48	23	40	48	4.16
3330	2020/11/16	16-52	29	45	50	26	41	50	4.15
3331	2020/11/16	16-58	27	44	45	25	39	45	4.16
3332	2020/11/16	3-17	28	44	50	26	39	50	4.16
3333	2020/11/16	9-17	25	38	43	24	36	43	4.16
3334	2020/11/16	17-14	26	42	45	25	39	45	4.15
3335	2020/11/16	17-20	27	42	47	25	39	47	4.15
3336	2020/11/16	17-25	28	44	50	26	40	50	4.15
3337	2020/11/16	17-31	26	41	43	25	37	43	4.15
3338	2020/11/16	17-36	25	39	42	24	36	42	4.15
3339	2020/11/16	17-42	25	42	44	24	39	44	4.15
3340	2020/11/16	17-47	27	42	51	25	39	51	4.15
3341	2020/11/16	17-53	30	49	53	26	43	52	4.15
3342	2020/11/16	17-58	26	40	45	25	38	45	4.15
3343	2020/11/16	4-18	26	43	49	25	40	49	4.15
3344	2020/11/16	9-18	25	41	45	24	38	45	4.15
3345	2020/11/16	18-15	25	40	41	24	38	41	4.15
3346	2020/11/16	18-20	25	42	47	24	39	47	4.16
3347	2020/11/16	18-26	25	39	41	24	36	41	4.16
3348	2020/11/16	18-31	23	35	36	23	34	36	4.15
3349	2020/11/16	18-37	24	35	37	22	34	37	4.16
3350	2020/11/16	18-43	18	28	31	18	28	31	4.16
3351	2020/11/16	18-48	19	30	32	19	30	32	4.16
3352	2020/11/16	18-54	19	33	35	19	33	35	4.15
3353	2020/11/16	18-59	18	28	29	18	28	29	4.15
3354	2020/11/16	5-19	15	23	23	15	23	23	4.16
3355	2020/11/16	10-19	17	29	30	17	29	30	4.15
3356	2020/11/16	19-16	18	28	30	18	28	30	4.15
3357	2020/11/16	19-21	19	31	35	19	31	35	4.15
3358	2020/11/16	19-27	18	28	29	18	28	29	4.15
3359	2020/11/16	19-32	19	28	30	19	28	30	4.15
3360	2020/11/16	19-38	19	31	35	19	31	35	4.15
3361	2020/11/16	19-43	19	31	33	19	31	33	4.16
3362	2020/11/16	19-49	19	31	34	19	31	34	4.15
3363	2020/11/16	19-54	19	30	33	19	30	33	4.15
3364	2020/11/16	20-0	20	38	43	20	36	43	4.15
3365	2020/11/16	5-20	20	30	32	20	30	32	4.15
3366	2020/11/16	11-20	19	29	29	19	29	29	4.16
3367	2020/11/16	20-16	19	34	37	19	34	37	4.15
3368	2020/11/16	20-22	19	30	30	19	30	30	4.15
3369	2020/11/16	20-27	19	30	34	19	30	34	4.16
3370	2020/11/16	20-33	19	32	34	19	32	34	4.15
3371	2020/11/16	20-38	19	30	35	19	30	35	4.15
3372	2020/11/16	20-44	17	28	30	17	28	30	4.15
3373	2020/11/16	20-49	19	29	32	19	29	32	4.15
3374	2020/11/16	20-55	20	35	42	20	34	42	4.16
3375	2020/11/16	21-0	20	29	34	20	29	34	4.15
3376	2020/11/16	6-21	20	31	36	20	31	36	4.16
3377	2020/11/16	11-21	19	32	36	19	32	36	4.15
3378	2020/11/16	21-17	18	32	36	18	32	36	4.15
3379	2020/11/16	21-22	19	32	35	19	32	35	4.15
3380	2020/11/16	21-28	18	32	33	18	32	33	4.15
3381	2020/11/16	21-33	18	32	34	18	32	34	4.16
3382	2020/11/16	21-39	19	32	37	19	32	37	4.15
3383	2020/11/16	21-44	19	33	34	19	33	34	4.15
3384	2020/11/16	21-50	21	35	37	21	34	37	4.15
3385	2020/11/16	21-55	21	34	35	21	34	35	4.15
3386	2020/11/16	1-22	21	35	37	21	34	37	4.15
3387	2020/11/16	6-22	20	33	38	20	33	38	4.15
3388	2020/11/16	12-22	17	29	32	17	29	32	4.15
3389	2020/11/16	22-17	22	38	40	22	36	40	4.15
3390	2020/11/16	22-23	17	28	29	17	28	29	4.15
3391	2020/11/16	22-28	15	23	31	15	23	31	4.15
3392	2020/11/16	22-34	15	25	26	15	25	26	4.15
3393	2020/11/16	22-39	19	31	33	19	31	33	4.15
3394	2020/11/16	22-45	18	33	34	18	33	34	4.15
3395	2020/11/16	22-50	18	32	35	18	32	35	4.15
3396	2020/11/16	22-56	19	31	33	19	31	33	4.15
3397	2020/11/16	1-23	22	34	41	22	33	41	4.15
3398	2020/11/16	7-23	18	30	31	18	30	31	4.15
3399	2020/11/16	12-23	18	31	31	18	31	31	4.15
3400	2020/11/16	23-18	22	33	36	22	33	36	4.15
3401	2020/11/16	23-23	27	40	44	25	37	44	4.15
3402	2020/11/16	23-29	17	28	28	17	28	28	4.15
3403	2020/11/16	23-34	19	29	32	19	29	32	4.15
3404	2020/11/16	23-40	19	30	32	19	30	32	4.15
3405	2020/11/16	23-45	24	37	39	23	35	39	4.15
3406	2020/11/16	23-51	20	30	34	20	30	34	4.15
3407	2020/11/16	23-56	18	30	32	18	30	32	4.15
3408	2020/11/17	0-2	19	30	31	19	30	31	4.15
